# lambda_1A lambda_2A lambda_3A eigen1_xA eigen1_yA eigen1_zA eigen2_xA eigen2_yA eigen2_zA eigen3_xA eigen3_yA eigen3_zA lambda_1B lambda_2B lambda_3B eigen1_xB eigen1_yB eigen1_zB eigen2_xB eigen2_yB eigen2_zB eigen3_xB eigen3_yB eigen3_zB 
# 120
0.539665 0.297721 0.056461 -0.358114 -0.807112 0.469387 -0.742555 0.550962 0.380857 0.566009 0.212155 0.796633 0.476737 0.321946 0.069846 -0.381479 -0.802729 0.458366 -0.713941 0.570834 0.405508 0.587164 0.172554 0.790863 
0.510317 0.333267 0.000056 -0.619552 -0.620278 0.481052 -0.483220 0.784335 0.388994 0.618590 -0.008548 0.785667 0.596853 0.359593 0.072879 -0.452298 -0.736478 0.503018 -0.533792 0.675374 0.508859 0.714488 0.038351 0.698596 
0.471937 0.016680 -0.129824 -0.693282 -0.053512 0.718677 0.626780 0.447407 0.637945 0.355679 -0.892728 0.276639 0.471937 0.016680 -0.129824 -0.693282 -0.053512 0.718677 0.626780 0.447407 0.637945 0.355679 -0.892728 0.276639 
0.593792 0.346591 -0.095536 -0.168636 0.973298 0.155735 -0.620571 -0.227591 0.750396 0.765802 0.029899 0.642381 0.578598 0.292561 -0.088220 0.076435 -0.996947 0.015934 -0.582955 -0.031719 0.811885 0.808901 0.071345 0.583600 
0.329879 0.182183 -0.135527 0.189770 -0.223597 0.956029 0.286655 0.943916 0.163864 -0.939051 0.242954 0.243222 0.368123 0.255831 -0.108506 0.066881 -0.610218 0.789405 0.205172 0.782680 0.587636 -0.976438 0.122663 0.177546 
0.767003 0.289578 -0.242994 0.601891 0.497918 0.624344 -0.314994 -0.570402 0.758564 -0.733830 0.653238 0.186479 0.801878 0.341283 -0.269373 0.592399 0.507217 0.625935 -0.324199 -0.561171 0.761566 -0.737536 0.654078 0.167998 
0.980031 0.434232 -0.109442 -0.845019 -0.321137 0.427568 0.523246 -0.661439 0.537319 0.110257 0.677768 0.726962 0.980031 0.434232 -0.109442 -0.845019 -0.321137 0.427568 0.523246 -0.661439 0.537319 0.110257 0.677768 0.726962 
0.524978 0.067898 0.016091 0.562616 -0.794007 0.230251 -0.645444 -0.247839 0.722480 0.516589 0.555093 0.651926 0.524978 0.067898 0.016091 0.562616 -0.794007 0.230251 -0.645444 -0.247839 0.722480 0.516589 0.555093 0.651926 
0.804618 0.546311 -0.313127 0.218656 -0.945307 0.242041 -0.511457 0.100216 0.853445 0.831024 0.310405 0.461571 0.713213 0.456137 -0.225927 0.162614 -0.930543 0.328095 -0.461330 0.222232 0.858945 0.872199 0.291037 0.393150 
0.608443 0.345112 -0.060121 -0.767649 -0.202151 0.608153 0.498614 0.407768 0.764924 0.402616 -0.890427 0.212227 0.747396 0.271109 0.052691 -0.579520 -0.275045 0.767142 0.688996 0.337383 0.641449 0.435248 -0.900291 0.006015 
0.694485 0.115731 -0.186854 0.969670 0.229860 0.083090 0.050008 -0.519339 0.853104 -0.239246 0.823074 0.515083 0.877800 0.476651 -0.004167 0.999342 0.000288 0.036260 -0.023068 -0.766497 0.641833 -0.027978 0.642247 0.765987 
0.916226 0.593126 0.117470 -0.978115 -0.205130 0.034821 0.013765 0.103196 0.994566 0.207609 -0.973279 0.098114 0.873580 0.490925 0.118014 -0.982671 -0.125270 0.136616 0.125425 0.093285 0.987708 0.136475 -0.987727 0.075956 
1.303606 0.216175 0.027293 -0.818513 -0.266847 0.508752 0.561870 -0.187263 0.805751 -0.119742 0.945370 0.303211 1.303606 0.216175 0.027293 -0.818513 -0.266847 0.508752 0.561870 -0.187263 0.805751 -0.119742 0.945370 0.303211 
0.675071 0.557136 -0.006772 -0.042977 -0.860230 0.508091 -0.578868 0.435939 0.689108 0.814288 0.264502 0.516695 0.675071 0.557136 -0.006772 -0.042977 -0.860230 0.508091 -0.578868 0.435939 0.689108 0.814288 0.264502 0.516695 
0.768509 0.317834 -0.158830 0.672085 -0.574515 0.467156 0.347291 0.801762 0.486381 -0.653981 -0.164650 0.738376 0.898201 0.212677 -0.226740 0.639336 -0.677522 0.363611 0.417881 0.703103 0.575345 -0.645465 -0.215893 0.732643 
0.457294 0.428178 -0.414555 0.010454 -0.751618 0.659516 -0.767879 0.416438 0.486766 0.640509 0.511517 0.572798 0.469244 0.443742 -0.387513 0.507854 -0.823866 0.251653 -0.560659 -0.094322 0.822657 0.654023 0.558881 0.509809 
0.955267 0.589912 -0.235263 -0.901137 0.188169 0.390569 0.178888 -0.659238 0.730346 0.394906 0.728010 0.560402 0.970681 0.660660 -0.217845 -0.927477 0.312899 0.204646 -0.000359 -0.548103 0.836411 0.373879 0.775678 0.508466 
0.764828 0.211578 -0.385185 0.026812 -0.579887 0.814255 0.964135 0.230164 0.132168 -0.264054 0.781509 0.565261 0.754394 0.198426 -0.445009 0.042556 -0.498870 0.865631 -0.998510 0.008382 0.053919 0.034155 0.866636 0.497770 
0.484090 0.097219 -0.038533 0.497402 -0.434297 0.750985 -0.792969 0.123478 0.596618 0.351840 0.892266 0.282966 0.438136 -0.018783 -0.044108 0.523005 -0.371290 0.767209 -0.658519 0.395451 0.640289 0.541127 0.840097 0.037678 
0.924874 0.402494 0.283192 0.372932 0.610205 0.698980 0.681014 -0.691661 0.240469 -0.630192 -0.386337 0.673500 0.924874 0.402494 0.283192 0.372932 0.610205 0.698980 0.681014 -0.691661 0.240469 -0.630192 -0.386337 0.673500 
0.690494 0.281797 0.077449 0.282014 -0.874690 0.394190 -0.890408 -0.085618 0.447038 0.357270 0.477061 0.802977 0.690494 0.281797 0.077449 0.282014 -0.874690 0.394190 -0.890408 -0.085618 0.447038 0.357270 0.477061 0.802977 
1.540883 0.873289 0.588013 -0.248207 -0.564611 0.787152 0.771699 0.375934 0.512986 -0.585555 0.734771 0.342400 1.540883 0.873289 0.588013 -0.248207 -0.564611 0.787152 0.771699 0.375934 0.512986 -0.585555 0.734771 0.342400 
1.199085 0.758185 0.360771 -0.659314 -0.542464 0.520613 0.721998 -0.263558 0.639731 -0.209819 0.797665 0.565426 1.199085 0.758185 0.360771 -0.659314 -0.542464 0.520613 0.721998 -0.263558 0.639731 -0.209819 0.797665 0.565426 
0.363616 0.234058 -0.005976 -0.220832 0.840446 0.494857 -0.410879 -0.540329 0.734318 0.884540 -0.041166 0.464644 0.376146 0.297933 0.135531 -0.360015 0.728974 0.582225 -0.733608 -0.606751 0.306059 0.576375 -0.316939 0.753221 
0.875151 0.229847 0.099760 0.652453 -0.259825 0.711896 -0.670189 -0.636350 0.381976 -0.353768 0.726327 0.589320 0.875151 0.229847 0.099760 0.652453 -0.259825 0.711896 -0.670189 -0.636350 0.381976 -0.353768 0.726327 0.589320 
0.631480 0.140603 0.017539 -0.551487 -0.825059 0.123039 0.549176 -0.248071 0.798039 -0.627907 0.507679 0.589911 0.573811 0.140777 -0.047118 -0.606690 -0.788413 0.101645 0.765082 -0.544397 0.343921 -0.215817 0.286420 0.933481 
0.914798 0.486530 -0.550614 0.173010 -0.080106 0.981657 0.317201 0.948116 0.021464 -0.932444 0.307669 0.189443 0.592070 0.259225 -0.376496 0.341973 0.230033 0.911120 -0.166969 -0.939274 0.299809 -0.924757 0.254656 0.282798 
