# eigen3_x eigen3_y eigen3_z x1 y1 z1 x2 y2 z2 nx ny nz
-0.997004 -0.050189 0.058862 59.353000 77.811000 134.269000 60.359000 77.934000 134.256000 -0.054000 0.398000 -0.453000
0.604538 0.207121 0.769178 59.483000 245.231000 189.141000 59.344000 245.293000 189.288000 -0.024000 -0.706000 0.278000
0.034379 0.875957 0.481162 60.200000 246.624000 219.298000 60.233000 246.983000 219.416000 -0.130000 0.005000 0.022000
0.000792 0.839008 0.544118 60.348000 115.935000 50.366000 60.328000 116.268000 50.600000 0.057000 -0.281000 0.403000
0.641522 0.755655 0.132044 60.622000 91.931000 199.923000 60.666000 91.978000 200.041000 0.645000 -0.572000 -0.008000
0.547623 0.640244 0.538698 60.632000 28.714000 106.543000 60.449000 28.285000 106.574000 0.569000 -0.258000 -0.216000
0.254728 0.495523 0.830404 60.693000 200.344000 124.714000 60.956000 200.545000 124.948000 0.151000 -0.698000 0.430000
0.599919 -0.224531 0.767908 60.704000 91.158000 59.106000 60.594000 91.274000 58.688000 0.009000 -0.201000 -0.058000
-0.834735 -0.211807 0.508287 61.617000 167.959000 45.025000 61.137000 167.835000 45.271000 -0.220000 0.118000 -0.371000
0.276319 0.043041 0.960102 62.243000 189.668000 21.592000 62.209000 189.706000 21.898000 0.047000 0.239000 -0.024000
0.223152 -0.116826 0.967758 62.472000 193.649000 24.619000 62.658000 193.588000 24.987000 -0.070000 -0.307000 -0.015000
-0.027389 0.907036 0.420161 62.659000 199.111000 130.766000 62.741000 199.449000 130.953000 -0.441000 -0.181000 0.520000
-0.081141 0.954270 0.287723 62.741000 199.449000 130.953000 62.659000 199.111000 130.766000 -0.441000 -0.181000 0.520000
-0.978573 0.062980 0.196032 63.000000 140.592000 173.998000 63.481000 140.850000 173.780000 -0.118000 -0.174000 -0.467000
0.423064 0.854748 0.300702 63.081000 96.734000 130.622000 62.955000 97.190000 130.673000 -0.026000 -0.018000 0.100000
0.469897 0.798669 0.375933 63.190000 235.978000 100.109000 63.543000 236.071000 100.553000 0.476000 -0.186000 -0.339000
-0.933598 -0.133471 0.332535 63.481000 140.850000 173.780000 63.000000 140.592000 173.998000 -0.118000 -0.174000 -0.467000
0.038810 -0.952220 0.302937 63.867000 64.062000 101.968000 63.684000 63.764000 101.747000 0.804000 -0.098000 -0.532000
0.597466 -0.801115 0.035348 63.887000 11.646000 203.551000 64.120000 11.347000 203.565000 0.512000 0.378000 -0.456000
-0.780899 0.589257 0.207299 63.994000 82.914000 161.871000 64.374000 82.742000 161.943000 -0.231000 -0.384000 0.304000
-0.780899 0.589257 0.207299 64.374000 82.742000 161.943000 63.994000 82.914000 161.871000 -0.231000 -0.384000 0.304000
0.216684 0.698815 0.681694 64.468000 94.468000 108.882000 64.679000 94.672000 109.136000 0.227000 0.659000 -0.717000
0.472213 0.571243 0.671339 64.849000 103.168000 122.407000 64.681000 103.337000 122.680000 -0.035000 0.391000 -0.263000
0.942553 -0.296791 0.153325 66.058000 120.316000 221.981000 66.408000 120.071000 222.059000 0.034000 0.252000 0.640000
-0.444716 0.872805 0.201096 66.265000 106.143000 110.085000 66.518000 106.400000 110.630000 0.117000 0.084000 -0.094000
-0.141488 -0.308435 0.940664 66.637000 203.387000 176.775000 66.779000 203.480000 176.522000 -0.072000 0.867000 0.280000
-0.938044 0.318541 0.136396 67.194000 17.439000 180.083000 67.676000 17.478000 179.929000 -0.145000 -0.175000 -0.498000
-0.914499 0.402970 0.036139 67.676000 17.478000 179.929000 67.194000 17.439000 180.083000 -0.145000 -0.175000 -0.498000
-0.859409 0.291519 0.420038 68.033000 214.641000 153.014000 68.182000 214.689000 152.654000 -0.469000 -0.751000 -0.294000
-0.859409 0.291519 0.420038 68.182000 214.689000 152.654000 68.033000 214.641000 153.014000 -0.469000 -0.751000 -0.294000
-0.523615 -0.801651 0.288416 68.285000 142.951000 60.572000 68.182000 143.370000 60.442000 0.023000 0.163000 0.503000
-0.412099 -0.575030 0.706763 68.968000 133.617000 195.281000 68.811000 133.391000 195.604000 0.290000 0.493000 0.485000
0.264698 -0.812448 0.519483 68.981000 140.810000 122.016000 69.019000 140.880000 122.255000 0.354000 0.034000 -0.067000
-0.141647 0.978757 0.148229 69.164000 167.259000 36.739000 69.234000 166.419000 36.545000 -0.636000 -0.184000 0.567000
0.308497 -0.848629 0.429719 69.688000 138.802000 123.415000 69.536000 139.281000 123.157000 -0.921000 -0.347000 -0.101000
-0.817084 -0.574662 0.046224 70.193000 198.867000 91.312000 70.585000 199.095000 91.201000 -0.199000 0.204000 -0.285000
0.585517 0.128111 0.800473 70.542000 52.589000 156.855000 70.171000 52.550000 156.579000 -0.097000 -0.368000 0.182000
-0.784814 -0.616310 0.065026 70.585000 199.095000 91.201000 70.193000 198.867000 91.312000 -0.199000 0.204000 -0.285000
0.143288 0.788145 0.598578 70.871000 191.837000 138.872000 71.315000 192.137000 139.390000 -0.533000 -0.390000 0.683000
0.810321 0.440108 0.386892 70.989000 187.317000 154.156000 71.242000 187.410000 154.200000 -0.174000 0.616000 -0.296000
0.710622 -0.057375 0.701230 71.139000 65.206000 82.086000 70.963000 65.522000 81.913000 0.462000 -0.042000 -0.544000
0.017566 0.284971 0.958375 71.386000 81.811000 93.030000 71.566000 81.941000 93.367000 -0.001000 -0.321000 0.124000
-0.643389 -0.739151 0.199264 71.774000 212.722000 37.373000 71.876000 213.061000 37.037000 -0.412000 0.571000 0.451000
-0.988610 0.112176 0.100331 72.018000 161.182000 154.407000 72.374000 161.109000 154.352000 -0.045000 0.027000 -0.330000
-0.997522 0.021797 0.066889 72.374000 161.109000 154.352000 72.018000 161.182000 154.407000 -0.045000 0.027000 -0.330000
0.819725 0.508925 0.262765 72.456000 245.786000 172.178000 72.153000 245.626000 172.049000 0.038000 -0.039000 -0.040000
0.513888 0.378888 0.769651 72.619000 80.682000 162.762000 72.211000 80.991000 162.712000 0.223000 0.257000 -0.232000
0.893071 -0.441467 0.086785 72.647000 243.319000 148.152000 72.965000 243.184000 148.244000 -0.176000 -0.404000 0.015000
0.896560 -0.089069 0.433874 72.876000 219.903000 60.368000 73.458000 219.912000 60.641000 -0.149000 -0.305000 0.329000
0.893071 -0.441467 0.086785 72.965000 243.184000 148.244000 72.647000 243.319000 148.152000 -0.176000 -0.404000 0.015000
0.462652 0.803789 0.374000 73.329000 248.219000 211.582000 73.632000 248.957000 211.766000 -0.089000 0.005000 0.127000
0.860228 0.141181 0.489975 73.458000 219.912000 60.641000 72.876000 219.903000 60.368000 -0.149000 -0.305000 0.329000
-0.441396 0.156108 0.883629 74.073000 176.873000 193.894000 73.875000 177.011000 194.246000 -0.342000 -0.335000 -0.061000
-0.848477 -0.391592 0.356009 74.470000 198.724000 16.428000 74.267000 198.671000 16.695000 -0.252000 0.484000 -0.094000
0.391984 -0.024230 0.919653 74.636000 141.596000 240.423000 74.890000 141.504000 240.935000 -0.295000 -0.092000 0.130000
-0.283760 -0.638437 0.715456 74.749000 39.069000 129.386000 75.130000 38.948000 129.455000 0.013000 0.081000 0.066000
0.399348 -0.768880 0.499345 74.877000 137.655000 54.344000 74.978000 137.270000 54.432000 0.689000 0.092000 -0.392000
0.623052 0.649743 0.435477 75.250000 204.222000 95.422000 75.511000 204.559000 95.690000 -0.439000 0.367000 -0.035000
0.804057 0.474290 0.358527 75.313000 182.732000 93.514000 75.043000 182.536000 93.384000 0.176000 -0.420000 0.265000
-0.956347 -0.184997 0.226221 75.449000 70.608000 188.399000 75.649000 70.527000 188.706000 -0.008000 0.140000 0.042000
-0.462775 0.679936 0.568794 75.540000 92.663000 191.797000 75.252000 92.935000 192.053000 -0.030000 -0.120000 0.093000
0.540726 0.536976 0.647512 75.989000 12.916000 218.279000 76.005000 13.201000 218.371000 -0.542000 -0.113000 0.444000
0.468098 0.181586 0.864818 76.855000 170.728000 122.309000 77.158000 170.802000 122.938000 0.558000 0.123000 -0.284000
0.628618 0.620893 0.468328 76.859000 88.074000 135.974000 76.599000 87.880000 135.842000 -0.034000 -0.311000 0.526000
-0.702483 -0.495720 0.510666 77.194000 74.792000 62.549000 77.689000 75.086000 62.217000 -0.397000 0.233000 -0.385000
-0.055757 0.845882 0.530447 77.248000 128.857000 59.062000 77.245000 128.900000 59.105000 0.444000 -0.102000 0.129000
0.488128 -0.773305 0.404636 77.345000 13.344000 148.039000 77.382000 13.740000 147.848000 -0.054000 0.234000 0.474000
0.411679 -0.822615 0.392205 77.382000 13.740000 147.848000 77.345000 13.344000 148.039000 -0.054000 0.234000 0.474000
0.721195 0.458345 0.519420 77.423000 142.618000 13.562000 77.203000 142.474000 13.351000 0.538000 -0.619000 -0.137000
0.970925 0.036316 0.236613 77.622000 224.766000 210.666000 78.184000 224.791000 210.684000 -0.039000 0.764000 0.165000
-0.956827 -0.289238 0.028707 78.443000 184.866000 209.765000 78.825000 185.045000 209.843000 0.165000 -0.463000 0.254000
-0.237759 0.560966 0.792961 78.476000 13.055000 62.155000 78.577000 12.850000 61.920000 -0.212000 -0.029000 -0.065000
-0.237759 0.560966 0.792961 78.577000 12.850000 61.920000 78.476000 13.055000 62.155000 -0.212000 -0.029000 -0.065000
-0.956827 -0.289238 0.028707 78.825000 185.045000 209.843000 78.443000 184.866000 209.765000 0.165000 -0.463000 0.254000
0.010003 -0.519459 0.854437 78.843000 146.857000 55.857000 78.899000 146.482000 56.311000 -0.268000 -0.187000 -0.121000
-0.681060 0.190751 0.706945 79.033000 143.526000 169.672000 78.861000 143.621000 169.907000 -0.026000 0.145000 -0.078000
0.550050 -0.835121 0.004318 79.500000 174.890000 201.013000 79.473000 174.663000 200.957000 -0.293000 -0.194000 0.936000
-0.628597 -0.379996 0.678578 79.835000 207.584000 82.001000 79.598000 207.425000 82.303000 0.003000 0.199000 0.107000
-0.229880 0.400916 0.886804 81.128000 77.937000 169.602000 81.031000 78.077000 170.100000 0.316000 0.055000 0.046000
0.975393 -0.203016 0.085985 81.204000 101.475000 185.613000 81.973000 101.324000 185.587000 -0.070000 -0.331000 -0.156000
-0.885281 -0.018786 0.464677 81.399000 35.724000 100.064000 81.890000 35.827000 100.079000 -0.105000 0.534000 -0.223000
0.192307 0.242973 0.950780 81.732000 127.983000 144.275000 81.645000 128.188000 144.795000 0.096000 0.514000 -0.186000
-0.885281 -0.018786 0.464677 81.890000 35.827000 100.079000 81.399000 35.724000 100.064000 -0.105000 0.534000 -0.223000
0.590329 0.729312 0.345856 81.919000 222.966000 37.547000 82.366000 224.157000 37.808000 -0.386000 -0.019000 0.747000
0.975393 -0.203016 0.085985 81.973000 101.324000 185.587000 81.204000 101.475000 185.613000 -0.070000 -0.331000 -0.156000
-0.069616 0.732962 0.676698 82.290000 159.480000 152.458000 82.162000 159.656000 152.753000 0.296000 -0.126000 0.203000
0.183727 -0.344783 0.920526 82.638000 110.255000 142.268000 82.811000 110.011000 142.609000 0.746000 0.659000 0.094000
-0.931721 0.362608 0.020282 82.862000 103.845000 203.055000 83.587000 103.729000 203.035000 0.050000 0.198000 0.676000
-0.254277 0.923672 0.286660 83.534000 141.611000 249.392000 83.371000 141.138000 249.523000 0.236000 -0.013000 0.246000
0.313232 0.925979 0.210828 83.650000 11.687000 102.651000 83.909000 11.956000 102.864000 0.274000 0.028000 -0.367000
-0.804736 0.593452 0.014622 83.833000 134.822000 85.300000 84.135000 134.646000 85.295000 -0.160000 -0.259000 -0.527000
0.883878 -0.191137 0.426879 83.845000 69.341000 6.919000 84.102000 69.514000 7.373000 0.210000 0.478000 -0.301000
0.222291 -0.905881 0.360509 84.042000 12.325000 51.157000 83.771000 12.638000 51.149000 -0.474000 -0.429000 -0.607000
0.056029 0.080283 0.995196 85.230000 186.712000 236.454000 85.259000 186.604000 236.036000 0.120000 0.233000 -0.052000
0.546945 0.761042 0.348807 85.266000 47.873000 200.497000 85.657000 47.561000 200.679000 0.112000 0.003000 -0.237000
0.820447 0.331150 0.466054 86.655000 11.128000 230.736000 86.204000 10.898000 230.538000 -0.548000 0.505000 0.657000
-0.380420 -0.647205 0.660610 86.775000 115.838000 145.550000 86.606000 115.548000 145.793000 0.101000 -0.123000 -0.076000
-0.412115 0.308947 0.857154 87.330000 42.937000 109.247000 88.050000 42.174000 107.814000 0.910000 0.202000 0.350000
-0.772991 0.204915 0.600412 88.204000 128.828000 183.438000 87.840000 129.039000 183.747000 0.342000 0.039000 0.377000
0.896869 0.365696 0.248783 88.326000 48.867000 117.575000 88.219000 49.189000 117.767000 0.027000 0.224000 -0.360000
0.045078 0.688910 0.723444 88.432000 28.469000 85.135000 88.376000 28.121000 84.687000 -0.214000 -0.730000 0.594000
0.436056 -0.595571 0.674648 88.676000 74.539000 105.368000 88.858000 74.096000 105.365000 0.654000 0.270000 -0.286000
0.065506 -0.617159 0.784107 88.682000 1.340000 114.439000 88.646000 1.682000 114.034000 -0.049000 -0.255000 -0.211000
-0.159628 0.852987 0.496923 89.531000 159.302000 182.023000 89.643000 158.925000 181.643000 -0.374000 0.009000 -0.118000
0.030551 0.624841 0.780154 89.878000 227.802000 216.854000 89.679000 227.884000 217.497000 -0.348000 0.236000 -0.138000
-0.940623 0.338993 0.017676 89.971000 176.438000 66.038000 90.342000 176.353000 66.044000 -0.013000 -0.051000 0.075000
0.197637 -0.723718 0.661189 90.402000 124.851000 172.821000 90.632000 124.539000 173.068000 0.035000 0.176000 0.190000
0.164598 -0.835912 0.523601 90.530000 171.929000 2.095000 90.593000 171.569000 2.260000 0.081000 -0.002000 -0.035000
-0.250643 0.614401 0.748124 90.627000 33.398000 61.515000 90.739000 33.089000 61.062000 0.536000 0.460000 -0.181000
-0.520449 0.853402 0.028959 91.063000 33.140000 41.483000 90.486000 33.635000 41.441000 -0.038000 -0.023000 0.260000
-0.027411 -0.887526 0.459942 91.237000 238.117000 103.720000 91.250000 238.571000 103.657000 0.197000 -0.004000 0.013000
-0.636155 -0.658101 0.402754 92.624000 249.516000 242.471000 92.811000 249.645000 242.163000 -0.139000 0.121000 -0.033000
-0.322297 0.113399 0.939822 92.627000 40.685000 32.476000 92.797000 40.706000 33.090000 -0.070000 -0.488000 0.036000
-0.385573 -0.645689 0.659105 94.088000 210.569000 86.829000 94.215000 210.969000 86.477000 0.133000 0.320000 0.412000
0.563579 0.826062 0.000602 94.334000 217.953000 74.089000 93.945000 217.283000 73.979000 0.268000 -0.202000 0.284000
0.678238 0.642276 0.357035 94.395000 199.038000 115.441000 94.406000 199.326000 115.185000 0.734000 -0.465000 -0.493000
0.890714 0.151452 0.428592 94.677000 58.753000 160.079000 95.106000 58.870000 160.311000 -0.117000 0.206000 0.113000
0.091699 0.922611 0.374673 94.819000 173.442000 172.142000 94.951000 173.169000 171.921000 0.231000 -0.275000 0.476000
-0.299682 -0.625167 0.720664 94.892000 233.710000 34.782000 95.069000 234.046000 34.470000 -0.821000 0.232000 -0.216000
0.091699 0.922611 0.374673 94.951000 173.169000 171.921000 94.819000 173.442000 172.142000 0.231000 -0.275000 0.476000
-0.299682 -0.625167 0.720664 95.069000 234.046000 34.470000 94.892000 233.710000 34.782000 -0.821000 0.232000 -0.216000
0.225634 0.695364 0.682318 95.531000 115.149000 54.647000 95.437000 115.095000 54.246000 0.820000 -0.228000 -0.161000
-0.820184 0.500119 0.277812 95.561000 225.020000 161.567000 95.826000 224.672000 161.475000 0.182000 0.007000 0.494000
-0.879565 0.379886 0.286448 95.826000 224.672000 161.475000 95.561000 225.020000 161.567000 0.182000 0.007000 0.494000
0.717563 0.696313 0.015854 96.260000 14.445000 14.589000 96.709000 14.694000 14.786000 -0.400000 0.476000 0.312000
0.284815 0.587373 0.757544 96.466000 121.777000 52.358000 96.698000 122.043000 52.843000 0.429000 -0.071000 -0.166000
0.150910 0.888891 0.432550 96.839000 83.792000 129.590000 96.877000 84.206000 129.598000 -0.282000 0.025000 0.065000
-0.903882 0.285952 0.318166 97.092000 113.621000 188.195000 97.440000 113.404000 188.081000 -0.160000 -0.104000 -0.290000
-0.903882 0.285952 0.318166 97.440000 113.404000 188.081000 97.092000 113.621000 188.195000 -0.160000 -0.104000 -0.290000
0.113935 0.888874 0.443759 97.547000 240.597000 47.800000 97.677000 241.036000 48.020000 -0.166000 0.324000 -0.550000
0.033677 0.825557 0.563313 97.638000 209.964000 178.173000 97.623000 210.512000 178.601000 -0.096000 -0.422000 0.537000
-0.401609 -0.279313 0.872178 98.123000 247.824000 53.333000 97.458000 247.779000 53.241000 0.074000 -0.809000 -0.136000
0.509194 -0.345647 0.788194 98.466000 24.040000 167.032000 98.672000 23.943000 167.302000 0.111000 0.197000 -0.014000
0.448184 -0.889337 0.090607 98.600000 243.859000 141.324000 98.650000 243.274000 141.413000 -0.017000 0.081000 0.536000
0.538887 -0.270674 0.797707 98.672000 23.943000 167.302000 98.466000 24.040000 167.032000 0.111000 0.197000 -0.014000
0.338212 -0.940498 0.032820 99.243000 147.080000 208.426000 99.443000 146.772000 208.778000 0.634000 0.206000 -0.181000
-0.852647 -0.304240 0.424771 99.486000 161.564000 249.825000 99.838000 161.649000 249.614000 0.126000 -0.047000 0.192000
0.928855 0.291167 0.229018 99.734000 67.361000 124.355000 100.255000 67.546000 124.411000 -0.252000 0.766000 -0.189000
0.649134 0.493452 0.578904 100.323000 1.357000 97.909000 100.933000 1.584000 98.169000 -0.013000 0.256000 -0.194000
-0.219273 -0.743869 0.631331 100.333000 139.786000 86.449000 100.322000 139.324000 86.680000 0.456000 0.252000 0.525000
-0.113782 0.764819 0.634118 100.341000 97.822000 1.950000 100.548000 98.128000 2.284000 0.094000 0.352000 -0.381000
0.728250 0.434105 0.530287 100.576000 170.593000 108.096000 101.160000 170.776000 108.597000 0.156000 -0.076000 -0.154000
-0.462136 0.723948 0.512181 100.703000 33.409000 89.698000 100.434000 33.490000 89.945000 -0.158000 0.011000 -0.176000
0.551320 0.679016 0.484750 100.753000 122.255000 69.890000 100.312000 122.173000 69.833000 0.005000 -0.188000 0.235000
0.491280 0.710736 0.503486 101.300000 177.511000 98.575000 101.267000 178.002000 98.734000 0.192000 0.166000 -0.471000
0.962602 -0.110615 0.247307 101.352000 16.342000 220.092000 101.764000 16.147000 220.293000 -0.040000 0.108000 0.186000
-0.345051 0.003125 0.938579 101.440000 25.352000 34.084000 101.297000 25.333000 34.315000 0.039000 -0.267000 0.003000
-0.614216 0.466863 0.636221 102.120000 14.042000 131.588000 101.926000 14.180000 131.826000 0.062000 -0.486000 0.333000
0.990403 -0.099740 0.095674 102.164000 119.563000 131.598000 101.335000 119.337000 131.435000 0.153000 0.087000 -0.897000
-0.947676 -0.319025 0.011533 102.197000 125.094000 204.989000 102.738000 125.283000 205.029000 0.141000 -0.418000 0.061000
0.529026 -0.528251 0.664140 102.258000 180.787000 61.286000 102.622000 180.440000 61.547000 -0.143000 -0.119000 0.042000
-0.993438 -0.079729 0.082004 102.600000 165.245000 36.983000 103.051000 165.256000 36.939000 0.024000 0.106000 0.268000
0.536240 -0.393761 0.746592 102.622000 180.440000 61.547000 102.258000 180.787000 61.286000 -0.143000 -0.119000 0.042000
0.892418 0.201485 0.403726 102.920000 121.320000 22.018000 102.982000 121.325000 22.035000 -0.053000 -0.119000 0.228000
0.892418 0.201485 0.403726 102.982000 121.325000 22.035000 102.920000 121.320000 22.018000 -0.053000 -0.119000 0.228000
-0.993438 -0.079729 0.082004 103.051000 165.256000 36.939000 102.600000 165.245000 36.983000 0.024000 0.106000 0.268000
0.903370 0.423538 0.067359 103.339000 129.644000 132.089000 103.148000 129.450000 132.449000 0.213000 -0.373000 -0.088000
-0.730687 0.667699 0.142390 103.965000 45.127000 178.223000 103.978000 45.369000 178.346000 -0.073000 -0.144000 0.292000
-0.730687 0.667699 0.142390 103.978000 45.369000 178.346000 103.965000 45.127000 178.223000 -0.073000 -0.144000 0.292000
0.027768 -0.797809 0.602270 104.168000 92.892000 171.774000 104.220000 92.495000 171.993000 0.135000 0.031000 0.025000
0.939504 0.175651 0.294072 104.658000 132.045000 155.390000 104.234000 132.148000 155.332000 -0.133000 -0.166000 0.672000
-0.572843 0.810085 0.124957 104.774000 89.166000 43.264000 104.405000 89.729000 43.303000 0.108000 0.063000 0.110000
-0.430475 0.343269 0.834780 106.225000 174.045000 1.097000 106.137000 174.195000 1.420000 0.307000 -0.557000 0.341000
0.664360 0.625921 0.408472 106.435000 166.209000 49.399000 106.644000 166.499000 49.495000 -0.361000 0.134000 0.380000
0.975163 -0.021476 0.220444 106.524000 101.693000 222.413000 106.913000 101.641000 222.404000 0.028000 0.239000 -0.179000
-0.697588 -0.716495 0.002602 106.545000 245.848000 31.299000 106.816000 246.101000 31.293000 0.122000 -0.132000 -0.068000
0.717403 0.696141 0.026838 106.816000 246.101000 31.293000 106.545000 245.848000 31.299000 0.122000 -0.132000 -0.068000
0.167499 0.831616 0.529490 107.055000 61.581000 241.404000 106.596000 61.452000 241.237000 -0.053000 -0.112000 0.234000
0.729661 -0.328139 0.599934 107.298000 219.182000 86.912000 107.813000 218.875000 86.783000 0.179000 0.336000 -0.085000
0.263740 0.956879 0.121750 107.362000 162.139000 141.598000 107.257000 161.811000 141.617000 -0.262000 0.087000 0.056000
-0.592816 0.001938 0.805336 107.379000 141.805000 79.585000 107.794000 141.899000 79.492000 -0.167000 0.630000 -0.114000
0.960805 0.217902 0.171382 107.429000 211.199000 186.371000 106.927000 211.172000 186.440000 0.042000 -0.445000 0.132000
-0.685327 0.462734 0.562320 107.584000 142.051000 38.117000 107.904000 142.051000 38.417000 0.218000 0.614000 -0.232000
0.694069 -0.313514 0.648057 107.813000 218.875000 86.783000 107.298000 219.182000 86.912000 0.179000 0.336000 -0.085000
0.634906 0.740591 0.220045 107.846000 186.880000 46.823000 108.163000 187.212000 46.927000 0.279000 -0.211000 -0.175000
0.961403 -0.267511 0.064354 107.991000 240.910000 168.111000 107.560000 240.948000 168.064000 -0.073000 -0.055000 0.611000
0.618070 0.380361 0.687979 108.008000 114.499000 65.622000 107.588000 114.312000 65.082000 0.281000 -0.238000 -0.136000
0.659918 0.721370 0.210080 108.163000 187.212000 46.927000 107.846000 186.880000 46.823000 0.279000 -0.211000 -0.175000
0.731256 0.458003 0.505468 109.211000 135.248000 107.789000 109.631000 135.690000 107.536000 0.341000 -0.397000 -0.126000
0.737089 0.523358 0.427547 109.631000 135.690000 107.536000 109.211000 135.248000 107.789000 0.341000 -0.397000 -0.126000
0.642209 -0.445327 0.623901 109.647000 164.810000 79.021000 109.691000 165.145000 79.090000 0.263000 0.015000 -0.244000
0.249539 -0.851690 0.460819 109.819000 191.880000 86.688000 109.661000 192.178000 86.411000 -0.135000 0.031000 0.111000
0.374028 0.682842 0.627558 110.079000 102.030000 89.861000 110.267000 102.073000 90.658000 -0.585000 0.115000 0.132000
0.211056 0.952535 0.219390 110.686000 36.465000 37.358000 110.472000 36.768000 37.670000 -0.366000 0.244000 -0.489000
-0.646863 0.471066 0.599721 111.037000 138.554000 20.985000 110.749000 138.747000 21.271000 -0.343000 -0.114000 -0.268000
0.521073 -0.635226 0.570062 111.185000 174.605000 164.053000 111.280000 175.059000 163.878000 -0.245000 0.265000 0.557000
-0.801327 -0.597735 0.024242 111.201000 216.229000 29.975000 111.697000 216.574000 29.930000 -0.066000 0.110000 0.118000
0.862064 0.341137 0.374795 111.772000 236.155000 165.683000 112.123000 236.136000 165.954000 -0.313000 0.326000 0.427000
0.862064 0.341137 0.374795 112.123000 236.136000 165.954000 111.772000 236.155000 165.683000 -0.313000 0.326000 0.427000
0.959545 0.204396 0.193636 112.466000 23.933000 177.281000 112.805000 23.719000 177.334000 -0.168000 -0.112000 0.623000
0.959545 0.204396 0.193636 112.805000 23.719000 177.334000 112.466000 23.933000 177.281000 -0.168000 -0.112000 0.623000
-0.558653 0.794654 0.237554 112.872000 163.331000 237.183000 113.081000 163.042000 237.118000 0.068000 -0.066000 0.521000
-0.853042 0.048734 0.519561 112.911000 10.987000 69.651000 113.373000 10.971000 69.332000 0.033000 0.082000 0.044000
0.908945 -0.405035 0.098823 112.989000 84.044000 2.073000 113.274000 83.756000 1.990000 0.327000 0.502000 -0.619000
-0.739738 0.046735 0.671270 113.373000 10.971000 69.332000 112.911000 10.987000 69.651000 0.033000 0.082000 0.044000
0.524467 0.702795 0.480639 113.401000 0.622000 20.420000 113.526000 1.117000 20.617000 -0.338000 -0.103000 0.473000
-0.516405 0.852552 0.080502 113.438000 88.912000 236.942000 113.404000 88.831000 236.863000 0.501000 0.486000 -0.714000
0.380577 -0.885268 0.267324 113.535000 102.498000 89.648000 113.550000 102.768000 89.528000 -0.005000 -0.060000 -0.137000
0.325100 0.936326 0.132682 113.608000 29.744000 47.389000 113.818000 30.141000 47.488000 -0.180000 -0.053000 0.589000
0.510393 -0.244751 0.824376 113.727000 125.533000 141.998000 113.296000 125.607000 141.306000 -0.098000 0.072000 0.069000
0.325100 0.936326 0.132682 113.818000 30.141000 47.488000 113.608000 29.744000 47.389000 -0.180000 -0.053000 0.589000
0.914243 -0.055014 0.401414 114.511000 80.237000 113.397000 114.206000 80.175000 113.268000 0.138000 -0.089000 -0.285000
-0.869661 0.420301 0.258914 114.687000 204.896000 232.749000 114.167000 205.182000 232.945000 -0.465000 -0.457000 -0.564000
0.916311 0.375037 0.140429 114.810000 211.521000 182.718000 115.218000 211.609000 182.670000 -0.134000 0.509000 -0.205000
-0.903150 0.041644 0.427302 115.209000 101.877000 178.762000 115.065000 101.640000 179.064000 -0.052000 -0.069000 -0.079000
0.916311 0.375037 0.140429 115.218000 211.609000 182.670000 114.810000 211.521000 182.718000 -0.134000 0.509000 -0.205000
-0.868216 0.401516 0.291523 115.613000 54.788000 0.441000 116.069000 54.584000 0.145000 0.243000 0.791000 -0.168000
-0.014938 -0.878014 0.478402 116.888000 181.174000 30.878000 117.058000 181.521000 30.972000 0.355000 -0.129000 -0.163000
-0.014938 -0.878014 0.478402 117.058000 181.521000 30.972000 116.888000 181.174000 30.878000 0.355000 -0.129000 -0.163000
0.913510 0.401535 0.065331 118.095000 75.025000 118.113000 118.473000 75.521000 117.879000 -0.235000 0.467000 0.612000
0.877986 0.478522 0.012536 118.473000 75.521000 117.879000 118.095000 75.025000 118.113000 -0.235000 0.467000 0.612000
0.579192 0.527540 0.621481 119.543000 169.949000 150.491000 119.798000 170.201000 150.763000 -0.167000 0.001000 0.156000
0.325484 0.081869 0.941997 119.901000 22.731000 161.691000 120.053000 22.843000 162.146000 0.323000 0.109000 -0.135000
0.325380 0.179468 0.928396 120.053000 22.843000 162.146000 119.901000 22.731000 161.691000 0.323000 0.109000 -0.135000
-0.838633 0.174848 0.515871 121.987000 238.905000 182.011000 121.564000 239.328000 182.304000 0.197000 -0.080000 0.400000
0.013320 -0.751142 0.660006 122.588000 151.732000 59.790000 122.654000 152.048000 59.477000 0.037000 -0.227000 -0.221000
0.044244 -0.695801 0.716870 122.654000 152.048000 59.477000 122.588000 151.732000 59.790000 0.037000 -0.227000 -0.221000
0.008540 0.864918 0.501840 123.709000 21.458000 151.248000 123.588000 20.985000 151.190000 0.507000 -0.176000 0.382000
0.443442 -0.896072 0.020333 123.716000 117.669000 59.573000 123.326000 118.354000 59.705000 -0.040000 -0.019000 -0.019000
0.426166 0.838831 0.338741 123.819000 222.206000 145.316000 123.439000 221.719000 145.108000 0.003000 0.077000 -0.185000
0.495103 -0.804661 0.327710 124.186000 209.194000 45.873000 123.929000 209.500000 45.874000 -0.381000 -0.319000 -0.175000
0.428215 -0.901267 0.065957 124.965000 105.252000 208.540000 125.114000 104.898000 208.596000 0.060000 -0.063000 -0.557000
-0.796812 0.198619 0.570649 125.072000 208.647000 59.702000 124.498000 208.903000 60.122000 0.001000 -0.014000 0.009000
