#x1 y1 z1 m1 x2 y2 z2 m2 nx ny nz disp1 disp2
#        5520
   8.973 168.254 104.093  2.3571e+12   8.595 167.707 103.863  3.2993e+12   0.435  -0.318   0.042   0.208   0.362
   8.986 159.002 213.507  2.1453e+12   8.913 158.615 213.811  4.0183e+12  -0.316   0.059  -0.001   0.287   0.169
   9.037 192.952 140.711  4.9756e+11   9.259 193.351 141.046  5.5556e+10   0.107   0.014  -0.088   0.048   0.059
   9.091  25.076 172.672  3.1098e+11   9.201  24.803 172.771  1.4007e+12  -0.077   0.040   0.195   0.120   0.185
   9.204 114.670 152.057  2.2207e+12   9.726 114.792 152.178  4.9675e+11  -0.079   0.355  -0.020   0.386   0.355
   9.243 144.090 113.542  1.0083e+12   9.339 144.378 114.012  1.5068e+11   0.017  -0.488   0.296   0.077   0.065
   9.261 188.590  28.874  2.1829e+11   9.729 188.417  29.252  4.9729e+10  -0.259   0.699   0.641   0.063   0.074
   9.307  15.958  60.694  1.4445e+11   9.082  16.263  60.658  5.2168e+10  -0.139  -0.037   0.562   0.109   0.097
   9.340 187.407 207.552  9.4716e+10   9.417 187.783 207.524  2.2791e+11  -0.453   0.105   0.162   0.139   0.132
   9.605 112.801 109.550  1.2709e+12   9.635 112.911 109.891  2.5210e+12   0.073   0.476  -0.161   0.279   0.375
   9.641 176.369 105.646  6.6671e+12   9.442 175.727 106.111  7.7128e+11   0.615   0.241   0.596   0.329   0.375
   9.700 135.163 188.391  6.9973e+11   9.321 135.118 188.234  1.9106e+11  -0.001  -0.242   0.071   0.000   0.000
   9.747 213.618 160.590  4.7846e+11   9.987 213.247 160.378  1.0393e+11   0.390   0.137   0.202   0.184   0.188
   9.778 122.017  46.033  7.2321e+12   9.741 121.349  46.366  1.1587e+12   0.382   0.013   0.069   0.025   0.041
   9.790  79.684  97.121  2.6098e+11  10.081  79.526  96.919  6.5854e+11  -0.055  -0.093  -0.006   0.069   0.055
   9.791  51.139 147.355  3.8225e+11   9.980  51.474 147.097  2.9683e+12  -0.232  -0.117  -0.323   0.383   0.514
   9.819  52.942   3.356  1.0741e+12  10.021  53.165   3.574  5.7832e+11  -0.046  -0.093   0.138   0.409   0.344
   9.868  74.536  53.163  3.5095e+10   9.863  74.163  53.305  2.0583e+11   0.124   0.002   0.011   0.309   0.322
   9.980  51.474 147.097  2.9683e+12   9.791  51.139 147.355  3.8225e+11  -0.232  -0.117  -0.323   0.452   0.334
   9.987 213.247 160.378  1.0393e+11   9.747 213.618 160.590  4.7846e+11   0.390   0.137   0.202   0.294   0.293
  10.030 165.205  13.203  2.7642e+11  10.046 164.744  13.367  2.4390e+11   0.724  -0.139  -0.463   0.021   0.070
  10.066 113.512 184.538  1.9470e+12   9.944 113.439 184.465  1.2832e+13   0.642  -0.482  -0.594   0.544   0.411
  10.081  79.526  96.919  6.5854e+11   9.790  79.684  97.121  2.6098e+11  -0.055  -0.093  -0.006   0.155   0.179
  10.168  58.413 212.945  2.1599e+11  10.090  58.804 213.166  2.9485e+11  -0.549  -0.033  -0.135   0.433   0.391
  10.246  82.644  53.093  7.5380e+11  10.567  82.529  52.863  5.9309e+11   0.237   0.553   0.055   0.098   0.094
  10.295  61.738  35.759  3.2214e+12  10.729  61.860  36.306  3.6539e+12  -0.200  -0.055   0.170   0.081   0.095
  10.305 101.143  61.931  6.9918e+12  10.597 100.964  61.551  3.5020e+12  -0.169  -0.493   0.102   0.483   0.251
  10.307 159.344 176.178  9.3388e+11  10.589 159.691 176.272  1.2520e+11  -0.211   0.293  -0.450   0.025   0.029
  10.316 201.404 177.298  5.6057e+11  10.096 201.460 177.208  8.6559e+12  -0.121  -0.890  -0.261   0.622   0.635
  10.335  11.942 174.094  1.9156e+12  10.740  12.052 174.635  2.6375e+13  -0.033  -0.068   0.038   0.208   0.096
  10.411 188.393 169.392  2.2087e+11  10.371 188.810 169.678  1.6518e+11   0.306   0.412  -0.558   0.000   0.000
  10.537 108.787 246.570  1.5434e+11  10.588 108.802 247.016  1.6829e+11   0.808  -0.229  -0.085   0.044   0.055
  10.567  82.529  52.863  5.9309e+11  10.246  82.644  53.093  7.5380e+11   0.237   0.553   0.055   0.144   0.157
  10.597 100.964  61.551  3.5020e+12  10.305 101.143  61.931  6.9918e+12  -0.169  -0.493   0.102   0.118   0.244
  10.632  91.934 149.544  1.6003e+11  10.761  91.857 149.941  3.4729e+11  -0.029  -0.091  -0.008   0.146   0.131
  10.653 177.039 131.992  8.8700e+11  10.743 177.249 131.759  3.8889e+10  -0.200  -0.271  -0.322   0.041   0.117
  10.676 126.584  46.354  5.8031e+12  10.687 126.890  46.178  2.9133e+11  -0.194   0.367   0.626   0.072   0.129
  10.701 207.081  80.176  8.3179e+12  10.707 207.161  80.109  1.2438e+12  -0.929  -0.052  -0.146   0.130   0.420
  10.740  12.052 174.635  2.6375e+13  10.335  11.942 174.094  1.9156e+12  -0.033  -0.068   0.038   0.000   0.000
  10.743 177.249 131.759  3.8889e+10  10.653 177.039 131.992  8.8700e+11  -0.200  -0.271  -0.322   0.127   0.042
  10.744  95.891 160.990  1.5375e+12  10.858  95.424 160.664  1.3348e+13   0.052  -0.351   0.522   0.216   0.170
  10.755 125.896 109.523  3.6315e+11  10.832 126.175 109.773  3.6729e+12   0.076  -0.232   0.235   0.206   0.151
  10.832 126.175 109.773  3.6729e+12  10.755 125.896 109.523  3.6315e+11   0.076  -0.232   0.235   0.098   0.130
  10.866  47.881 144.301  2.0250e+13  11.347  48.173 143.886  2.7942e+12  -0.470   0.125  -0.458   0.157   0.351
  10.933  20.565  14.499  1.5448e+13  10.471  20.213  14.440  4.9308e+12  -0.242   0.460  -0.851   0.184   0.354
  10.984 179.617  50.187  4.6125e+12  10.807 179.459  50.512  9.5122e+10  -0.538  -0.604  -0.588   0.151   0.157
  10.999 175.483 207.034  4.1965e+11  10.668 175.801 207.789  1.7709e+12   0.007   0.187  -0.076   0.021   0.017
  11.029 109.734  43.622  2.1477e+11  11.344 109.348  43.838  2.2398e+11  -0.015   0.062   0.133   0.081   0.085
  11.075  33.150  99.617  4.4510e+13  10.984  33.243  99.718  5.3679e+12   0.496  -0.008   0.454   0.315   0.452
  11.244 181.827 113.208  9.3835e+11  11.244 181.827 113.208  9.3835e+11    -NaN    -NaN    -NaN   0.390   0.107
  11.276  40.421   5.046  8.4647e+12  11.325  40.361   5.047  8.9160e+11   0.233   0.203   0.511   0.263   0.798
  11.310 145.667  38.450  8.2656e+10  11.687 145.830  38.784  3.0434e+11   0.104   0.220  -0.225   0.022   0.024
  11.325  40.361   5.047  8.9160e+11  11.276  40.421   5.046  8.4647e+12   0.233   0.203   0.511   0.503   0.084
  11.352 155.849 218.520  8.6491e+11  12.059 155.605 218.851  1.6554e+12   0.075   0.202  -0.012   0.098   0.105
  11.356  74.081  40.578  9.6464e+11  11.678  74.350  40.738  8.5509e+12  -0.086   0.149  -0.076   0.000   0.000
  11.414  68.741 131.978  1.9430e+12  11.414  68.741 131.978  1.9430e+12    -NaN    -NaN    -NaN   0.406   0.647
  11.415 123.539  11.192  4.4174e+10  11.156 123.640  11.061  2.0909e+12  -0.284   0.020   0.577   0.238   0.255
  11.447 242.118  90.514  5.3510e+11  11.641 241.883  90.228  1.4987e+12   0.334   0.324  -0.040   0.090   0.072
  11.541 104.632 248.151  1.3020e+12  11.160 104.664 248.224  5.0542e+11  -0.012  -0.196   0.025   0.079   0.110
  11.553  57.151 107.209  4.4350e+11  12.138  57.228 107.411  3.5325e+11   0.061  -0.153  -0.118   0.107   0.109
  11.602 182.008 113.234  1.3318e+12  11.244 181.827 113.208  9.3835e+11   0.012  -0.010  -0.092   0.037   0.034
  11.609 128.586 103.200  5.0976e+11  11.400 128.315 103.381  3.2453e+11   0.249  -0.287  -0.142   0.051   0.095
  11.670 131.312 182.745  7.1410e+10  11.439 131.437 183.165  1.7999e+12   0.392  -0.043   0.229   0.106   0.091
  11.687 145.830  38.784  3.0434e+11  11.310 145.667  38.450  8.2656e+10   0.104   0.220  -0.225   0.000   0.000
  11.699  74.272  40.718  1.2419e+12  11.678  74.350  40.738  8.5509e+12  -0.411  -0.268   0.600   0.502   0.048
  11.746  67.628  35.692  1.3445e+12  11.381  67.674  35.829  2.4973e+11  -0.019  -0.046  -0.034   0.042   0.053
  11.879 102.823  55.842  1.1176e+12  11.935 102.762  55.776  3.6065e+12   0.502  -0.294   0.697   0.564   0.320
  11.880 131.574 131.328  4.3726e+11  11.874 131.601 131.686  8.8347e+11  -0.513  -0.067  -0.004   0.136   0.130
  11.935 102.762  55.776  3.6065e+12  11.879 102.823  55.842  1.1176e+12   0.502  -0.294   0.697   0.279   0.536
  11.963 107.909  52.158  2.2304e+11  11.894 107.957  51.819  4.4946e+11  -0.517   0.228   0.139   0.384   0.331
  11.988 104.362 110.573  9.3252e+11  11.863 104.854 110.301  1.4371e+12   0.087  -0.096  -0.214   0.233   0.196
  12.011  70.319  78.594  8.3618e+11  12.318  70.211  78.446  1.0434e+11   0.011  -0.024   0.041   0.049   0.076
  12.050 144.447 211.194  1.0610e+11  12.280 143.955 211.273  1.1976e+12   0.446   0.232   0.145   0.246   0.211
  12.059 155.605 218.851  1.6554e+12  11.352 155.849 218.520  8.6491e+11   0.075   0.202  -0.012   0.091   0.081
  12.195  62.704 158.106  4.1504e+11  11.903  62.607 158.279  2.0827e+12   0.439   0.232   0.867   0.169   0.180
  12.195  52.403 169.584  1.0339e+11  12.330  51.995 169.521  1.3401e+11   0.734   0.253  -0.072   0.449   0.464
  12.262   8.218  91.730  1.1488e+12  12.873   8.567  92.105  3.6287e+11  -0.500  -0.034   0.848   0.051   0.076
  12.265  90.355 151.092  1.3997e+11  12.479  90.300 151.509  1.0921e+11   0.803  -0.197  -0.439   0.522   0.506
  12.298 216.480 213.965  5.3197e+12  12.522 215.934 213.716  1.4805e+12   0.077   0.065  -0.073   0.034   0.041
  12.318  70.211  78.446  1.0434e+11  12.011  70.319  78.594  8.3618e+11   0.011  -0.024   0.041   0.115   0.076
  12.350 130.252  59.047  2.2317e+11  12.704 130.214  59.353  5.9756e+10  -0.497  -0.164   0.556   0.037   0.046
  12.363  47.284  60.729  1.6328e+11  12.224  47.355  61.171  1.5412e+12   0.187   0.031   0.054   0.231   0.178
  12.400 209.797 157.059  5.8655e+12  12.804 209.842 157.054  5.2927e+11   0.083  -0.677   0.543   0.000   0.000
  12.404  99.023 161.301  3.8637e+12  12.229  98.893 160.950  3.0908e+11  -0.031  -0.087   0.048   0.107   0.118
  12.418 217.551 108.192  5.8537e+10  12.323 217.158 108.306  3.0773e+11   0.522  -0.136  -0.034   0.072   0.067
  12.444  62.461  55.577  4.1789e+11  12.525  62.752  55.475  1.4855e+12  -0.401  -0.151  -0.743   0.320   0.325
  12.502 167.391 171.530  4.4282e+11  12.843 167.204 172.015  7.9933e+11   0.062   0.008  -0.041   0.058   0.054
  12.514 197.018 211.263  2.5935e+11  12.422 197.085 211.561  1.6477e+11  -0.533  -0.103  -0.142   0.259   0.361
  12.522 215.934 213.716  1.4805e+12  12.298 216.480 213.965  5.3197e+12   0.077   0.065  -0.073   0.126   0.104
  12.525  62.752  55.475  1.4855e+12  12.444  62.461  55.577  4.1789e+11  -0.401  -0.151  -0.743   0.289   0.283
  12.563  80.154 108.146  1.9141e+12  12.828  80.393 108.214  2.1911e+11  -0.115   0.116   0.041   0.067   0.111
  12.577  65.535   4.069  1.0772e+11  12.364  65.411   4.177  7.0433e+12   0.146   0.157   0.466   0.201   0.095
  12.704 130.214  59.353  5.9756e+10  12.350 130.252  59.047  2.2317e+11  -0.497  -0.164   0.556   0.024   0.018
  12.800 117.215  80.676  7.6694e+10  12.935 116.764  80.446  5.5691e+11   0.698   0.180   0.059   0.133   0.142
  12.828  80.393 108.214  2.1911e+11  12.563  80.154 108.146  1.9141e+12  -0.115   0.116   0.041   0.150   0.093
  12.843 167.204 172.015  7.9933e+11  12.502 167.391 171.530  4.4282e+11   0.062   0.008  -0.041   0.029   0.033
  12.888  84.277 106.970  1.6098e+11  12.830  84.110 107.270  1.1951e+11   0.786   0.012   0.159   0.201   0.270
  12.935 116.764  80.446  5.5691e+11  12.800 117.215  80.676  7.6694e+10   0.698   0.180   0.059   0.166   0.157
  13.022 132.846 213.190  8.1342e+11  12.926 133.415 213.411  8.4784e+11  -0.299   0.096  -0.377   0.274   0.415
  13.025 119.729 156.726  2.6057e+11  12.757 120.203 156.812  8.4906e+11  -0.343  -0.273   0.434   0.040   0.026
  13.037 249.506 218.052  2.9201e+11  12.915 249.591 218.264  7.7616e+11   0.185   0.013   0.102   0.197   0.167
  13.112 125.491 115.060  8.3171e+11  13.021 124.872 114.931  1.3875e+11   0.467  -0.109   0.191   0.000   0.000
  13.126 104.652 215.210  4.9458e+10  13.163 104.389 215.538  6.2873e+10  -0.450  -0.128  -0.051   0.154   0.158
  13.181 197.948  64.203  6.5800e+11  13.454 197.819  64.165  8.2927e+10   0.260   0.539   0.038   0.467   0.413
  13.225  75.783 133.559  5.2764e+11  12.697  75.911 133.681  6.7981e+11   0.030   0.261  -0.143   0.000   0.000
  13.424  85.686  73.094  2.7127e+11  13.517  85.302  73.485  4.1382e+11   0.101   0.177   0.150   0.000   0.000
  13.547 237.123 147.818  1.0362e+12  14.026 237.269 147.804  6.0355e+12   0.049  -0.098   0.664   0.269   0.134
  13.668 183.669 231.548  9.9675e+11  13.971 183.896 231.568  1.0424e+12  -0.246   0.321   0.089   0.173   0.117
  13.736 203.856 153.750  5.2385e+11  13.750 203.363 154.126  2.7609e+13   0.670   0.367   0.457   0.366   0.242
  13.806  90.116 110.835  6.5989e+10  13.731  89.897 111.349  4.4580e+10  -0.498  -0.148  -0.135   0.059   0.047
  13.811 234.041 232.794  5.3523e+10  14.170 234.010 232.632  8.1030e+10   0.207   0.441   0.375   0.225   0.249
  13.836 202.673 116.856  5.1220e+11  13.873 202.824 116.532  3.1911e+11  -0.031  -0.174  -0.085   0.193   0.181
  13.873 202.824 116.532  3.1911e+11  13.836 202.673 116.856  5.1220e+11  -0.031  -0.174  -0.085   0.212   0.226
  13.881 185.090  73.674  3.4363e+11  14.220 185.348  73.611  1.5989e+11  -0.521   0.578  -0.437   0.150   0.120
  13.906 225.828 239.146  5.9632e+12  13.697 225.698 238.909  1.7344e+11   0.395  -0.257  -0.208   0.112   0.158
  14.026 237.269 147.804  6.0355e+12  13.547 237.123 147.818  1.0362e+12   0.049  -0.098   0.664   0.107   0.209
  14.158 195.078   7.821  7.9933e+11  14.290 194.936   7.518  8.7670e+10  -0.445   0.537  -0.446   0.153   0.260
  14.213 166.714 101.960  5.4743e+10  14.069 166.646 102.416  1.8496e+11  -0.145  -0.163  -0.070   0.147   0.154
  14.220 185.348  73.611  1.5989e+11  13.881 185.090  73.674  3.4363e+11  -0.521   0.578  -0.437   0.180   0.231
  14.326 165.617  21.735  4.1464e+10  14.494 166.060  22.034  4.3198e+11   0.069  -0.048   0.033   0.123   0.063
  14.471   8.222 180.879  6.2466e+10  14.595   8.632 180.960  9.8903e+11   0.004  -0.025   0.121   0.074   0.090
  14.490 242.294  29.242  4.1464e+10  14.361 242.457  29.567  1.0840e+11  -0.283  -0.241   0.009   0.347   0.375
  14.502  46.267  30.111  1.0491e+12  14.784  46.660  30.251  1.1828e+12  -0.419   0.136   0.464   0.026   0.029
  14.576  81.894  45.135  8.3786e+12  14.474  81.944  45.227  1.4866e+12  -0.157   0.550  -0.470   0.149   0.496
  14.578 179.413 204.734  3.5355e+12  14.468 179.086 204.076  7.7399e+11  -0.085  -0.248   0.138   0.077   0.070
  14.797  89.235 123.341  2.2806e+13  14.910  89.365 123.146  7.2548e+11   0.568   0.339   0.555   0.250   0.413
  14.923  88.264 105.021  4.9919e+11  15.226  88.177 105.230  2.3672e+11   0.329   0.336  -0.337   0.226   0.269
  15.085 215.745 247.035  5.7331e+11  15.479 215.906 247.281  1.1335e+12   0.235  -0.441  -0.087   0.250   0.191
  15.113  39.282  74.466  2.5825e+12  15.050  38.784  74.458  7.1744e+12   0.726  -0.084  -0.466   0.281   0.289
  15.141 116.951  11.560  9.6477e+11  15.108 116.620  11.681  2.0901e+12  -0.071  -0.029  -0.100   0.153   0.203
  15.152 104.725  75.869  3.1969e+12  14.889 104.232  75.381  9.9215e+11   0.531  -0.347   0.064   0.126   0.150
  15.174 135.387  77.691  6.1152e+11  15.341 135.742  78.279  2.2042e+12   0.315  -0.132  -0.010   0.345   0.335
  15.250 193.535 194.294  5.7825e+12  15.884 193.569 194.087  2.2659e+12   0.073   0.397   0.288   0.121   0.165
  15.424 172.789 186.169  7.1139e+11  15.219 172.411 185.998  6.6613e+11   0.742  -0.290  -0.248   0.098   0.091
  15.444 218.357 143.267  7.2209e+11  15.743 218.662 143.764  4.5769e+12   0.266  -0.072  -0.115   0.362   0.231
  15.479 215.906 247.281  1.1335e+12  15.085 215.745 247.035  5.7331e+11   0.235  -0.441  -0.087   0.220   0.283
  15.521 180.530  70.989  6.9553e+11  15.277 180.797  71.128  3.8076e+10  -0.310  -0.116  -0.322   0.217   0.274
  15.544 172.361 153.833  1.1369e+12  15.289 172.476 153.108  1.0623e+12  -0.314   0.348   0.165   0.465   0.441
  15.624 213.494  70.950  3.2019e+11  15.672 213.277  71.301  4.3496e+10   0.355   0.125   0.029   0.134   0.123
  15.642  20.816 114.806  3.6816e+11  15.969  20.319 114.650  1.3346e+12   0.513   0.261   0.240   0.120   0.099
  15.653 132.621  62.845  8.9575e+12  16.390 132.916  62.629  1.9618e+12  -0.296   0.625  -0.154   0.087   0.094
  15.662 216.562 122.565  5.0082e+11  15.611 217.095 123.025  1.6805e+12  -0.836  -0.180   0.117   0.049   0.053
  15.743 218.662 143.764  4.5769e+12  15.444 218.357 143.267  7.2209e+11   0.266  -0.072  -0.115   0.000   0.000
  15.748 108.010 232.126  1.2859e+11  15.681 108.089 232.535  7.8998e+10   0.240  -0.057   0.050   0.025   0.032
  15.781  92.135 113.276  9.3171e+11  15.689  92.167 113.225  4.8573e+12  -0.182  -0.234   0.177   0.466   0.105
  15.798 199.584 112.745  6.4553e+11  16.217 199.968 113.171  2.1179e+11   0.035  -0.563   0.473   0.299   0.313
  15.802  60.570   6.657  3.4690e+12  16.447  60.459   6.877  3.1881e+13  -0.286  -0.742   0.467   0.129   0.136
  15.804 147.026  85.844  2.1396e+11  16.123 147.315  86.013  1.0314e+12  -0.238   0.523  -0.447   0.090   0.100
  15.830  47.549  76.953  2.3211e+11  15.997  47.440  77.285  6.9242e+10   0.002   0.257   0.083   0.139   0.172
  15.862 223.266 174.716  1.8490e+13  15.862 223.266 174.716  1.8490e+13    -NaN    -NaN    -NaN   0.037   0.707
  15.884 193.569 194.087  2.2659e+12  15.250 193.535 194.294  5.7825e+12   0.073   0.397   0.288   0.506   0.377
  15.958 221.161 138.292  8.7155e+11  15.742 220.596 138.628  1.4214e+11  -0.037   0.290   0.465   0.091   0.089
  15.965  53.525  31.352  8.5667e+12  16.052  52.868  31.622  6.8794e+12  -0.019  -0.154  -0.368   0.079   0.112
  16.063 202.646  54.492  4.3632e+10  16.281 202.388  54.658  8.1979e+10   0.590   0.344  -0.242   0.296   0.282
  16.082 141.168 170.503  1.7561e+11  16.168 141.543 170.762  2.2344e+11   0.205  -0.059   0.016   0.104   0.105
  16.145 215.345 241.630  1.2209e+11  16.047 215.028 241.962  8.4689e+10  -0.190   0.289   0.220   0.040   0.041
  16.146  34.011 242.611  5.6653e+11  15.648  34.486 242.635  3.0171e+12  -0.421  -0.418  -0.470   0.047   0.033
  16.168 141.543 170.762  2.2344e+11  16.082 141.168 170.503  1.7561e+11   0.205  -0.059   0.016   0.163   0.166
  16.220 239.236  16.810  1.8274e+12  15.780 239.292  16.962  1.7884e+12  -0.134  -0.178  -0.323   0.132   0.114
  16.283 148.487 237.040  2.5121e+12  16.358 148.318 237.077  7.6907e+12   0.126   0.003  -0.244   0.542   0.237
  16.358 148.318 237.077  7.6907e+12  16.283 148.487 237.040  2.5121e+12   0.126   0.003  -0.244   0.122   0.422
  16.378 160.787 207.630  1.3118e+12  16.499 160.259 207.566  2.3609e+12   0.336  -0.001   0.642   0.048   0.032
  16.388  63.624 110.788  1.0716e+13  17.032  64.060 110.490  1.1119e+12  -0.132   0.309   0.167   0.063   0.082
  16.426 114.429   5.232  3.8645e+11  16.793 114.540   5.089  1.6369e+11  -0.348   0.513  -0.494   0.133   0.195
  16.463 166.143 140.401  1.1631e+12  16.642 165.862 140.122  2.0309e+12  -0.079   0.131  -0.182   0.208   0.272
  16.495  46.511  32.225  3.9880e+12  16.717  46.271  32.586  2.3039e+12   0.013   0.516   0.335   0.016   0.034
  16.642 165.862 140.122  2.0309e+12  16.463 166.143 140.401  1.1631e+12  -0.079   0.131  -0.182   0.169   0.132
  16.666 163.864  14.244  2.9621e+11  16.223 163.279  14.340  1.0076e+12   0.405  -0.309  -0.016   0.008   0.011
  16.717  46.271  32.586  2.3039e+12  16.495  46.511  32.225  3.9880e+12   0.013   0.516   0.335   0.106   0.051
  16.755 196.811 209.213  6.5312e+10  16.504 196.980 209.628  3.2642e+11  -0.201  -0.564   0.108   0.062   0.068
  16.780 218.478  49.216  4.4567e+11  17.143 218.293  49.507  4.6477e+10   0.245   0.728   0.159   0.043   0.053
  16.792  67.568 229.641  3.7941e+10  16.443  67.452 229.602  3.5393e+11  -0.031  -0.133   0.666   0.268   0.213
  16.796 234.646 112.421  2.5962e+11  16.980 234.559 112.904  1.2005e+12  -0.622  -0.039   0.230   0.126   0.056
  16.980 234.559 112.904  1.2005e+12  16.796 234.646 112.421  2.5962e+11  -0.622  -0.039   0.230   0.017   0.041
  17.032  32.572  21.675  3.5800e+11  17.044  32.302  21.954  1.2697e+11  -0.066  -0.461  -0.444   0.214   0.267
  17.081 161.770 123.626  2.2865e+12  17.105 161.497 123.299  3.9216e+12   0.529   0.015   0.027   0.049   0.119
  17.105 161.497 123.299  3.9216e+12  17.081 161.770 123.626  2.2865e+12   0.529   0.015   0.027   0.158   0.066
  17.135 154.722  79.421  1.4436e+12  17.680 154.980  79.750  1.1215e+12   0.125   0.178  -0.348   0.027   0.026
  17.213 210.415  51.571  1.0244e+11  16.863 210.522  51.737  1.0325e+11  -0.141  -0.589   0.081   0.046   0.048
  17.225 236.846  12.497  1.5169e+12  16.638 236.531  12.424  1.1343e+12  -0.115   0.234  -0.089   0.039   0.030
