# lambda_1A lambda_2A lambda_3A eigen1_xA eigen1_yA eigen1_zA eigen2_xA eigen2_yA eigen2_zA eigen3_xA eigen3_yA eigen3_zA# lambda_1B lambda_2B lambda_3B eigen1_xB eigen1_yB eigen1_zB eigen2_xB eigen2_yB eigen2_zB eigen3_xB eigen3_yB eigen3_zB 
# 5481
0.075955 -0.058296 -0.180973 -0.199503 0.579753 0.789991 0.958329 -0.052778 0.280748 -0.204459 -0.813081 0.545065 0.058085 -0.084067 -0.215472 -0.150807 0.519509 0.841052 0.901651 -0.276543 0.332491 -0.405319 -0.808477 0.426711 
0.278158 0.020758 -0.313176 -0.964438 0.098794 0.245152 0.205946 -0.300477 0.931290 0.165669 0.948659 0.269445 0.278158 0.020758 -0.313176 -0.964438 0.098794 0.245152 0.205946 -0.300477 0.931290 0.165669 0.948659 0.269445 
1.670184 1.061890 0.796286 0.014704 -0.556697 0.830585 0.295922 0.795886 0.528201 -0.955099 0.238021 0.176441 1.519685 1.010106 0.490075 0.115841 -0.586752 0.801438 0.143010 0.808316 0.571117 -0.982919 0.048454 0.177547 
2.125333 0.288166 -0.770918 -0.545755 -0.025347 0.837562 0.819689 0.191358 0.539900 0.173958 -0.981193 0.083658 2.125333 0.288166 -0.770918 -0.545755 -0.025347 0.837562 0.819689 0.191358 0.539900 0.173958 -0.981193 0.083658 
0.213937 -0.182115 -0.208483 0.766680 0.569216 0.296978 0.571129 -0.815964 0.089522 -0.293281 -0.100978 0.950679 0.304572 -0.155382 -0.211056 0.770050 0.574883 0.276646 0.419120 -0.782773 0.460006 -0.481001 0.238279 0.843719 
0.818197 0.596166 0.112667 -0.193390 -0.141512 0.970863 0.944241 -0.295609 0.145000 0.266477 0.944770 0.190789 0.818197 0.596166 0.112667 -0.193390 -0.141512 0.970863 0.944241 -0.295609 0.145000 0.266477 0.944770 0.190789 
1.199085 0.758185 0.360771 -0.659314 -0.542464 0.520613 0.721998 -0.263558 0.639731 -0.209819 0.797665 0.565426 1.199085 0.758185 0.360771 -0.659314 -0.542464 0.520613 0.721998 -0.263558 0.639731 -0.209819 0.797665 0.565426 
0.818197 0.596166 0.112667 -0.193390 -0.141512 0.970863 0.944241 -0.295609 0.145000 0.266477 0.944770 0.190789 0.818197 0.596166 0.112667 -0.193390 -0.141512 0.970863 0.944241 -0.295609 0.145000 0.266477 0.944770 0.190789 
0.688646 0.379631 -0.333100 -0.311234 -0.732383 0.605598 0.870572 0.035824 0.490735 -0.381101 0.679950 0.626442 0.569172 0.188116 -0.321202 -0.495260 -0.794267 0.351932 0.642513 -0.062227 0.763744 -0.584718 0.604373 0.541145 
0.759907 -0.055270 -0.683696 -0.811643 0.583940 0.015816 0.357156 0.474637 0.804462 -0.462251 -0.658585 0.593793 0.759907 -0.055270 -0.683696 -0.811643 0.583940 0.015816 0.357156 0.474637 0.804462 -0.462251 -0.658585 0.593793 
1.519685 1.010106 0.490075 0.115841 -0.586752 0.801438 0.143010 0.808316 0.571117 -0.982919 0.048454 0.177547 1.670184 1.061890 0.796286 0.014704 -0.556697 0.830585 0.295922 0.795886 0.528201 -0.955099 0.238021 0.176441 
1.046096 0.371620 -0.007861 0.920284 -0.372211 0.120563 0.327904 0.901855 0.281313 -0.213438 -0.219355 0.952012 1.046096 0.371620 -0.007861 0.920284 -0.372211 0.120563 0.327904 0.901855 0.281313 -0.213438 -0.219355 0.952012 
3.844245 3.182461 0.934976 -0.145566 -0.909536 0.389300 0.880009 0.060779 0.471052 -0.452100 0.411157 0.791553 3.844245 3.182461 0.934976 -0.145566 -0.909536 0.389300 0.880009 0.060779 0.471052 -0.452100 0.411157 0.791553 
2.326886 1.106351 1.009569 -0.084796 -0.877945 0.471192 -0.580577 0.427859 0.692724 0.809778 0.214823 0.545996 2.430066 1.375443 0.883445 -0.197706 -0.873511 0.444849 -0.967354 0.247257 0.055591 0.158552 0.419335 0.893879 
3.173919 1.761854 1.147811 -0.840636 0.290112 0.457347 -0.148089 -0.935379 0.321147 0.520962 0.202239 0.829276 3.173919 1.761854 1.147811 -0.840636 0.290112 0.457347 -0.148089 -0.935379 0.321147 0.520962 0.202239 0.829276 
1.046096 0.371620 -0.007861 0.920284 -0.372211 0.120563 0.327904 0.901855 0.281313 -0.213438 -0.219355 0.952012 1.046096 0.371620 -0.007861 0.920284 -0.372211 0.120563 0.327904 0.901855 0.281313 -0.213438 -0.219355 0.952012 
1.688580 0.830911 -0.158877 0.834947 0.499614 0.230758 0.349009 -0.804913 0.479905 -0.425507 0.320158 0.846429 1.688580 0.830911 -0.158877 0.834947 0.499614 0.230758 0.349009 -0.804913 0.479905 -0.425507 0.320158 0.846429 
2.140579 1.069670 -0.046738 -0.638506 -0.662857 0.391064 0.768965 -0.528556 0.359612 -0.031672 0.530329 0.847200 3.104599 1.729819 0.188494 -0.900112 -0.343380 0.268122 0.433199 -0.770761 0.467189 0.046235 0.536673 0.842523 
5.769126 4.422667 4.178961 -0.707861 0.656622 0.260345 -0.460549 -0.708498 0.534719 0.535562 0.258606 0.803925 5.769126 4.422667 4.178961 -0.707861 0.656622 0.260345 -0.460549 -0.708498 0.534719 0.535562 0.258606 0.803925 
0.608179 -0.023085 -0.622849 0.776727 -0.371448 0.508647 -0.488427 -0.865115 0.114084 -0.397662 0.337049 0.853383 0.700063 -0.023763 -0.656078 0.782175 -0.317380 0.536165 -0.420736 -0.903753 0.078811 -0.459548 0.287228 0.840426 
0.567271 0.138284 -0.006604 0.576601 -0.597134 0.557641 0.640268 0.754226 0.145604 -0.507532 0.273084 0.817212 0.551948 0.138581 0.038037 0.460832 -0.654429 0.599464 0.697468 0.684740 0.211353 -0.548792 0.320709 0.771993 
0.293912 0.169277 -0.368209 -0.988971 -0.065826 0.132679 0.147767 -0.377583 0.914109 -0.010074 0.923633 0.383146 0.293912 0.169277 -0.368209 -0.988971 -0.065826 0.132679 0.147767 -0.377583 0.914109 -0.010074 0.923633 0.383146 
3.031905 1.924094 0.871788 -0.653390 0.592028 0.471787 0.715631 0.279796 0.639990 -0.246888 -0.755789 0.606490 2.922255 2.033510 0.520803 -0.628433 0.558147 0.541796 0.777823 0.443750 0.445059 -0.007987 -0.701112 0.713007 
0.700063 -0.023763 -0.656078 0.782175 -0.317380 0.536165 -0.420736 -0.903753 0.078811 -0.459548 0.287228 0.840426 0.608179 -0.023085 -0.622849 0.776727 -0.371448 0.508647 -0.488427 -0.865115 0.114084 -0.397662 0.337049 0.853383 
0.551948 0.138581 0.038037 0.460832 -0.654429 0.599464 0.697468 0.684740 0.211353 -0.548792 0.320709 0.771993 0.567271 0.138284 -0.006604 0.576601 -0.597134 0.557641 0.640268 0.754226 0.145604 -0.507532 0.273084 0.817212 
0.293912 0.169277 -0.368209 -0.988971 -0.065826 0.132679 0.147767 -0.377583 0.914109 -0.010074 0.923633 0.383146 0.293912 0.169277 -0.368209 -0.988971 -0.065826 0.132679 0.147767 -0.377583 0.914109 -0.010074 0.923633 0.383146 
2.213111 0.711697 0.158399 0.546703 -0.828800 0.119193 -0.837245 -0.539097 0.091624 0.011681 0.149884 0.988635 2.357564 0.652014 0.574696 0.565445 -0.819988 0.088835 -0.769242 -0.485442 0.415466 0.297553 0.303259 0.905261 
2.876758 2.675351 0.309345 0.809208 -0.398444 0.431769 -0.458243 -0.887953 0.039406 -0.367689 0.229743 0.901123 2.876758 2.675351 0.309345 0.809208 -0.398444 0.431769 -0.458243 -0.887953 0.039406 -0.367689 0.229743 0.901123 
7.060215 5.823047 3.704946 -0.890401 -0.071109 0.449589 0.322867 -0.794898 0.513705 0.320848 0.602561 0.730737 4.342045 3.922122 1.898433 -0.046667 -0.594674 0.802611 -0.858533 0.434610 0.272095 0.510631 0.676370 0.530829 
1.960860 0.821064 -0.561296 0.191766 -0.376521 0.906343 0.717204 0.684156 0.132470 -0.669958 0.624630 0.401241 2.754240 1.343759 -0.787986 0.260858 -0.517699 0.814826 0.416700 0.821752 0.388697 -0.870812 0.238143 0.430086 
1.653738 1.078433 0.229056 -0.372828 0.833285 0.408209 -0.498587 -0.550927 0.669246 0.782567 0.045987 0.620866 1.612231 1.256238 -0.326529 -0.613613 0.609665 0.501785 -0.053817 -0.666300 0.743739 0.787771 0.429363 0.441661 
0.352545 0.145012 -0.323418 0.637931 -0.717607 0.279436 -0.761128 -0.532323 0.370563 0.117168 0.449080 0.885776 0.371624 0.158791 -0.321410 0.683106 -0.642189 0.347791 -0.724521 -0.536017 0.433308 0.091844 0.547977 0.831436 
0.737752 0.418183 -0.397958 0.286783 -0.954446 0.082392 0.479692 0.217513 0.850049 -0.829247 -0.204257 0.520219 0.769410 0.411176 -0.576133 0.251949 -0.963867 0.086496 0.569577 0.219953 0.791961 -0.782371 -0.150268 0.604414 
2.566996 2.121380 -1.404893 -0.042809 0.277892 0.959658 0.214076 -0.935678 0.280498 -0.975878 -0.217448 0.019434 2.566996 2.121380 -1.404893 -0.042809 0.277892 0.959658 0.214076 -0.935678 0.280498 -0.975878 -0.217448 0.019434 
0.325549 -0.127239 -0.190323 -0.604202 -0.701196 0.378503 0.105380 0.400523 0.910207 0.789832 -0.589835 0.168105 0.296776 -0.084549 -0.115802 -0.554127 -0.746011 0.369338 -0.735094 0.646728 0.203420 0.390615 0.158778 0.906758 
1.276670 1.001879 0.496056 -0.230047 0.123755 0.965279 -0.324999 -0.944706 0.043663 0.917308 -0.303670 0.257547 1.373216 0.886607 0.269187 -0.217528 0.109515 0.969891 -0.208022 -0.976057 0.063556 0.953629 -0.187933 0.235101 
0.199751 -0.035173 -0.160575 -0.789328 -0.289120 0.541637 0.307596 0.577272 0.756401 0.531362 -0.763654 0.366725 0.149828 -0.031658 -0.263139 -0.622163 -0.184151 0.760921 0.555670 0.580796 0.594900 0.551492 -0.792946 0.259023 
2.159118 1.688948 0.640685 -0.870720 0.157003 0.466044 0.026897 -0.931046 0.363908 0.491043 0.329398 0.806458 1.807888 1.350158 0.540968 -0.333771 -0.779909 0.529471 -0.429450 0.625812 0.651100 0.839148 0.010063 0.543810 
2.928626 2.340519 1.366852 -0.113357 -0.402540 0.908357 0.969473 -0.244881 0.012465 0.217422 0.882040 0.418010 3.127902 2.603608 1.521415 0.405021 -0.448393 0.796807 -0.878261 0.051491 0.475400 0.254195 0.892352 0.372952 
0.296776 -0.084549 -0.115802 -0.554127 -0.746011 0.369338 -0.735094 0.646728 0.203420 0.390615 0.158778 0.906758 0.325549 -0.127239 -0.190323 -0.604202 -0.701196 0.378503 0.105380 0.400523 0.910207 0.789832 -0.589835 0.168105 
0.149828 -0.031658 -0.263139 -0.622163 -0.184151 0.760921 0.555670 0.580796 0.594900 0.551492 -0.792946 0.259023 0.199751 -0.035173 -0.160575 -0.789328 -0.289120 0.541637 0.307596 0.577272 0.756401 0.531362 -0.763654 0.366725 
3.837612 3.562720 -1.821890 0.717529 0.076239 0.692344 -0.620192 0.522368 0.585230 -0.317041 -0.849305 0.422097 3.344228 3.208710 -1.860735 0.520180 0.251119 0.816304 -0.787771 0.510270 0.345024 -0.329893 -0.822535 0.463256 
0.316076 -0.230692 -0.365154 0.533078 -0.416059 0.736697 -0.466656 0.581721 0.666208 -0.705734 -0.698925 0.115946 0.250751 -0.228013 -0.358530 0.523617 -0.439722 0.729705 -0.406922 0.623409 0.667664 -0.748492 -0.646533 0.147495 
5.172907 4.010227 1.823257 -0.821315 0.157528 0.548295 0.559973 0.039045 0.827590 -0.108961 -0.986742 0.120279 4.098111 3.547213 1.426336 -0.371538 0.023790 0.928113 0.921104 0.134677 0.365280 0.116306 -0.990604 0.071951 
1.874022 1.566838 0.320075 0.885639 -0.212011 0.413151 -0.464202 -0.428364 0.775255 -0.012616 0.878383 0.477792 1.874022 1.566838 0.320075 0.885639 -0.212011 0.413151 -0.464202 -0.428364 0.775255 -0.012616 0.878383 0.477792 
3.417465 2.805244 1.250481 0.991494 -0.129907 0.008047 -0.063192 -0.426411 0.902320 0.113786 0.895152 0.430993 3.417465 2.805244 1.250481 0.991494 -0.129907 0.008047 -0.063192 -0.426411 0.902320 0.113786 0.895152 0.430993 
0.915731 0.452079 0.090576 0.354494 -0.221248 0.908506 -0.929728 -0.186995 0.317236 -0.099698 0.957122 0.271989 0.915731 0.452079 0.090576 0.354494 -0.221248 0.908506 -0.929728 -0.186995 0.317236 -0.099698 0.957122 0.271989 
0.277074 -0.106879 -0.214756 0.843634 0.501232 0.192482 -0.055345 -0.275403 0.959734 -0.534059 0.820317 0.204599 0.215436 -0.072412 -0.183777 0.806123 0.567859 0.166440 0.119444 -0.431626 0.894109 -0.579568 0.700882 0.415772 
0.352486 -0.158854 -0.342786 -0.162311 0.317962 0.934107 0.593579 -0.724758 0.349842 -0.788238 -0.611249 0.071100 0.352486 -0.158854 -0.342786 -0.162311 0.317962 0.934107 0.593579 -0.724758 0.349842 -0.788238 -0.611249 0.071100 
5.118826 4.241827 2.785060 -0.314342 -0.037916 0.948552 0.522087 0.827617 0.206097 0.792852 -0.560012 0.240359 5.118826 4.241827 2.785060 -0.314342 -0.037916 0.948552 0.522087 0.827617 0.206097 0.792852 -0.560012 0.240359 
2.578253 1.367287 0.875938 -0.023836 -0.970236 0.240984 0.998207 -0.009859 0.059036 -0.054903 0.241959 0.968732 2.578253 1.367287 0.875938 -0.023836 -0.970236 0.240984 0.998207 -0.009859 0.059036 -0.054903 0.241959 0.968732 
4.799800 3.622659 2.743465 -0.404146 0.188633 0.895033 0.700426 0.693137 0.170190 0.588277 -0.695686 0.412252 5.118826 4.241827 2.785060 -0.314342 -0.037916 0.948552 0.522087 0.827617 0.206097 0.792852 -0.560012 0.240359 
0.946346 0.168264 0.004068 -0.389555 -0.920666 0.024919 -0.006936 0.029988 0.999526 0.920977 -0.389197 0.018067 0.991376 0.249362 -0.036776 0.437303 0.897627 0.055071 -0.087794 -0.018334 0.995970 0.895019 -0.440375 0.070789 
4.799800 3.622659 2.743465 -0.404146 0.188633 0.895033 0.700426 0.693137 0.170190 0.588277 -0.695686 0.412252 5.118826 4.241827 2.785060 -0.314342 -0.037916 0.948552 0.522087 0.827617 0.206097 0.792852 -0.560012 0.240359 
0.020981 -0.037992 -0.072969 0.541376 -0.810656 0.223046 -0.834838 -0.486807 0.257029 0.099782 0.325357 0.940312 0.006587 -0.042188 -0.049272 0.307840 -0.831273 0.462839 -0.878486 -0.061526 0.473789 0.365372 0.552449 0.749202 
0.906978 0.192669 -0.494869 -0.767816 -0.635335 0.082511 0.223743 -0.145234 0.963767 -0.600331 0.758457 0.253665 0.983826 0.247010 -0.500201 -0.689098 -0.721457 0.068148 0.263571 -0.161922 0.950953 -0.675037 0.673261 0.301735 
0.314678 -0.074759 -0.229053 0.425624 0.519589 0.740859 0.113404 -0.842891 0.525998 -0.897766 0.139860 0.417678 0.314678 -0.074759 -0.229053 0.425624 0.519589 0.740859 0.113404 -0.842891 0.525998 -0.897766 0.139860 0.417678 
0.403697 -0.058129 -0.220995 -0.342877 0.436387 0.831867 -0.655588 -0.745393 0.120805 0.672785 -0.503941 0.541668 0.404053 -0.134432 -0.253021 -0.354246 0.363545 0.861594 -0.679558 -0.733013 0.029889 0.642425 -0.574915 0.506717 
0.991376 0.249362 -0.036776 0.437303 0.897627 0.055071 -0.087794 -0.018334 0.995970 0.895019 -0.440375 0.070789 0.946346 0.168264 0.004068 -0.389555 -0.920666 0.024919 -0.006936 0.029988 0.999526 0.920977 -0.389197 0.018067 
0.275932 0.165776 -0.098158 -0.943835 0.103976 0.313631 0.047281 -0.896928 0.439641 0.327017 0.429777 0.841636 0.325319 0.155896 -0.129209 -0.839314 0.184606 0.511344 0.002631 -0.939191 0.343386 0.543641 0.289554 0.787790 
0.006587 -0.042188 -0.049272 0.307840 -0.831273 0.462839 -0.878486 -0.061526 0.473789 0.365372 0.552449 0.749202 0.020981 -0.037992 -0.072969 0.541376 -0.810656 0.223046 -0.834838 -0.486807 0.257029 0.099782 0.325357 0.940312 
0.311681 -0.133964 -0.217046 -0.273163 0.728426 0.628313 -0.122555 -0.674184 0.728324 0.954129 0.121948 0.273434 0.311681 -0.133964 -0.217046 -0.273163 0.728426 0.628313 -0.122555 -0.674184 0.728324 0.954129 0.121948 0.273434 
0.424783 0.194752 -0.314372 -0.433186 0.858092 0.275731 -0.884946 -0.462953 0.050447 0.170938 -0.222154 0.959910 0.394950 0.150549 -0.357739 -0.370862 0.885242 0.280727 0.924555 0.380425 0.021781 0.087514 -0.267625 0.959541 
0.614065 0.150713 -0.142190 -0.993332 0.105882 0.045610 -0.092819 -0.969145 0.228349 0.068381 0.222593 0.972510 0.647744 0.174664 -0.014202 -0.987674 0.092886 0.125989 -0.075502 -0.987779 0.136352 0.137115 0.125159 0.982616 
1.270408 0.898230 0.213721 0.678875 0.554689 0.481090 -0.646493 0.762185 0.033491 -0.348102 -0.333758 0.876031 1.220449 0.873253 0.203871 0.793154 0.339568 0.505569 0.378706 -0.925116 0.027234 -0.476958 -0.169861 0.862356 
0.357071 0.019979 -0.417523 -0.157028 0.137295 0.978004 0.928407 -0.317150 0.193587 -0.336752 -0.938385 0.077664 0.314088 0.021623 -0.319120 -0.263681 0.192138 0.945280 0.902813 -0.295956 0.311991 -0.339707 -0.935678 0.095427 
4.962855 2.213367 -0.952842 -0.827851 0.030148 0.560137 0.560603 0.079471 0.824262 0.019665 -0.996381 0.082691 7.181325 5.270446 4.054839 -0.871548 -0.105308 0.478867 0.417646 -0.671089 0.612545 0.256857 0.733860 0.628868 
3.763396 3.219520 2.040685 -0.488765 0.554724 0.673343 0.872416 0.311013 0.377044 0.000263 -0.771720 0.635962 4.541684 3.734243 2.393098 -0.547602 0.569995 0.612567 0.836652 0.383570 0.391009 0.012089 -0.726622 0.686931 
1.138599 0.438608 -0.475800 0.385118 -0.824700 0.414191 -0.147312 0.388120 0.909760 -0.911034 -0.411380 0.027984 1.420450 0.515360 -0.478839 0.452698 -0.767027 0.454680 -0.199779 0.409709 0.890071 -0.868995 -0.493770 0.032238 
0.311681 -0.133964 -0.217046 -0.273163 0.728426 0.628313 -0.122555 -0.674184 0.728324 0.954129 0.121948 0.273434 0.311681 -0.133964 -0.217046 -0.273163 0.728426 0.628313 -0.122555 -0.674184 0.728324 0.954129 0.121948 0.273434 
1.220449 0.873253 0.203871 0.793154 0.339568 0.505569 0.378706 -0.925116 0.027234 -0.476958 -0.169861 0.862356 1.270408 0.898230 0.213721 0.678875 0.554689 0.481090 -0.646493 0.762185 0.033491 -0.348102 -0.333758 0.876031 
7.354982 5.914471 4.325314 -0.078025 -0.894116 0.440987 -0.639349 0.384275 0.666008 0.764948 0.229979 0.601635 5.690631 5.258032 4.167390 -0.387743 -0.612035 0.689252 -0.445070 0.779120 0.441457 0.807198 0.135593 0.574497 
0.647744 0.174664 -0.014202 -0.987674 0.092886 0.125989 -0.075502 -0.987779 0.136352 0.137115 0.125159 0.982616 0.614065 0.150713 -0.142190 -0.993332 0.105882 0.045610 -0.092819 -0.969145 0.228349 0.068381 0.222593 0.972510 
0.690606 -0.189824 -0.512335 0.583672 0.643277 0.495502 -0.809457 0.509116 0.292541 -0.064083 -0.571835 0.817862 0.690606 -0.189824 -0.512335 0.583672 0.643277 0.495502 -0.809457 0.509116 0.292541 -0.064083 -0.571835 0.817862 
0.793401 0.195131 -0.150280 -0.223040 -0.156343 0.962190 -0.038922 0.987696 0.151465 0.974032 0.003667 0.226381 0.793401 0.195131 -0.150280 -0.223040 -0.156343 0.962190 -0.038922 0.987696 0.151465 0.974032 0.003667 0.226381 
7.699329 4.829162 2.959123 -0.675743 0.155596 0.720528 0.192964 -0.906044 0.376628 0.711433 0.393540 0.582229 7.699329 4.829162 2.959123 -0.675743 0.155596 0.720528 0.192964 -0.906044 0.376628 0.711433 0.393540 0.582229 
7.699329 4.829162 2.959123 -0.675743 0.155596 0.720528 0.192964 -0.906044 0.376628 0.711433 0.393540 0.582229 7.699329 4.829162 2.959123 -0.675743 0.155596 0.720528 0.192964 -0.906044 0.376628 0.711433 0.393540 0.582229 
0.033650 -0.001192 -0.163954 0.680676 0.363161 0.636234 0.283370 -0.931397 0.228475 -0.675560 -0.024772 0.736889 0.033650 -0.001192 -0.163954 0.680676 0.363161 0.636234 0.283370 -0.931397 0.228475 -0.675560 -0.024772 0.736889 
0.113414 -0.142513 -0.271591 0.803100 -0.167268 0.571884 -0.541314 0.196299 0.817585 -0.249016 -0.966172 0.067103 0.114892 -0.155224 -0.300671 0.793238 -0.159499 0.587651 -0.548430 0.232186 0.803314 -0.264572 -0.959505 0.096705 
7.699329 4.829162 2.959123 -0.675743 0.155596 0.720528 0.192964 -0.906044 0.376628 0.711433 0.393540 0.582229 7.699329 4.829162 2.959123 -0.675743 0.155596 0.720528 0.192964 -0.906044 0.376628 0.711433 0.393540 0.582229 
0.690606 -0.189824 -0.512335 0.583672 0.643277 0.495502 -0.809457 0.509116 0.292541 -0.064083 -0.571835 0.817862 0.690606 -0.189824 -0.512335 0.583672 0.643277 0.495502 -0.809457 0.509116 0.292541 -0.064083 -0.571835 0.817862 
0.328359 -0.095277 -0.358045 -0.803909 0.492996 0.332694 -0.034248 -0.596826 0.801639 0.593765 0.633051 0.496678 0.226470 -0.046927 -0.363831 -0.784653 0.509193 0.353613 0.021691 -0.547504 0.836522 0.619555 0.664050 0.418556 
6.349253 3.455146 -0.277248 0.758458 -0.642855 0.107140 -0.047022 0.109988 0.992820 -0.650023 -0.758050 0.053193 6.416603 3.946266 -1.144160 0.714581 -0.698993 0.027977 -0.161314 -0.125734 0.978861 0.680699 0.703989 0.202605 
0.351146 0.080069 -0.244833 -0.388294 -0.462222 0.797231 0.532584 0.593448 0.603468 -0.752052 0.658916 0.015740 0.396671 -0.042286 -0.228658 -0.303457 -0.584995 0.752127 0.193816 0.734950 0.649834 0.932925 -0.342971 0.109644 
6.286983 5.753006 2.749099 -0.681185 0.383359 0.623718 -0.389249 -0.911195 0.134939 0.620059 -0.150863 0.769914 6.286983 5.753006 2.749099 -0.681185 0.383359 0.623718 -0.389249 -0.911195 0.134939 0.620059 -0.150863 0.769914 
5.442251 4.103343 3.277376 0.564512 0.414419 0.713851 -0.087441 -0.829938 0.550960 -0.820780 0.373444 0.432273 5.442251 4.103343 3.277376 0.564512 0.414419 0.713851 -0.087441 -0.829938 0.550960 -0.820780 0.373444 0.432273 
3.035641 2.184439 0.621929 -0.685326 0.111378 0.719669 0.654483 -0.339157 0.675740 0.319344 0.934113 0.159538 3.035641 2.184439 0.621929 -0.685326 0.111378 0.719669 0.654483 -0.339157 0.675740 0.319344 0.934113 0.159538 
1.504485 0.844209 -0.021471 0.800876 -0.598641 0.015035 -0.085021 -0.088819 0.992413 0.592764 0.796078 0.122029 2.406868 2.014049 1.272045 -0.903246 0.393170 0.171943 -0.086900 -0.559969 0.823944 0.420233 0.729282 0.539956 
1.465740 1.167187 0.853529 0.697695 -0.715599 0.033768 0.711233 0.697546 0.087053 -0.085850 -0.036720 0.995631 1.724049 1.351073 0.932930 0.473231 -0.835245 0.280031 -0.880212 -0.435411 0.188797 0.035763 0.335831 0.941243 
0.226470 -0.046927 -0.363831 -0.784653 0.509193 0.353613 0.021691 -0.547504 0.836522 0.619555 0.664050 0.418556 0.328359 -0.095277 -0.358045 -0.803909 0.492996 0.332694 -0.034248 -0.596826 0.801639 0.593765 0.633051 0.496678 
1.839141 0.950010 0.245485 0.396530 -0.844178 0.360730 0.357604 0.503944 0.786231 -0.845507 -0.182766 0.501711 1.839141 0.950010 0.245485 0.396530 -0.844178 0.360730 0.357604 0.503944 0.786231 -0.845507 -0.182766 0.501711 
3.556670 2.299353 1.973636 -0.689661 -0.275925 0.669502 -0.280761 0.954125 0.104014 0.667489 0.116236 0.735492 3.556670 2.299353 1.973636 -0.689661 -0.275925 0.669502 -0.280761 0.954125 0.104014 0.667489 0.116236 0.735492 
0.511580 0.173826 -0.363731 -0.921496 0.367599 0.125362 -0.237588 -0.788872 0.566775 0.307241 0.492496 0.814279 0.511623 0.079569 -0.384776 -0.914715 0.394969 0.085414 -0.299372 -0.804319 0.513271 0.271426 0.443927 0.853965 
0.328126 -0.108939 -0.306665 0.325498 -0.462522 0.824697 -0.816006 0.303223 0.492127 0.477687 0.833144 0.278722 0.329154 -0.078074 -0.293270 0.357763 -0.449562 0.818474 -0.848517 0.209464 0.485946 0.389904 0.868343 0.306523 
1.839141 0.950010 0.245485 0.396530 -0.844178 0.360730 0.357604 0.503944 0.786231 -0.845507 -0.182766 0.501711 1.839141 0.950010 0.245485 0.396530 -0.844178 0.360730 0.357604 0.503944 0.786231 -0.845507 -0.182766 0.501711 
1.724049 1.351073 0.932930 0.473231 -0.835245 0.280031 -0.880212 -0.435411 0.188797 0.035763 0.335831 0.941243 1.465740 1.167187 0.853529 0.697695 -0.715599 0.033768 0.711233 0.697546 0.087053 -0.085850 -0.036720 0.995631 
5.442251 4.103343 3.277376 0.564512 0.414419 0.713851 -0.087441 -0.829938 0.550960 -0.820780 0.373444 0.432273 5.442251 4.103343 3.277376 0.564512 0.414419 0.713851 -0.087441 -0.829938 0.550960 -0.820780 0.373444 0.432273 
0.327460 0.052044 -0.396569 -0.749966 -0.501637 0.431174 -0.454943 0.864352 0.214297 0.480185 0.035443 0.876451 0.423557 0.085273 -0.476087 -0.610557 -0.739447 0.283616 -0.657728 0.672913 0.338500 0.441152 -0.020131 0.897207 
0.615821 0.401227 -0.576472 0.244376 0.710901 0.659470 -0.683767 -0.355892 0.637027 0.687563 -0.606598 0.399119 0.537594 0.306357 -0.501909 0.264114 0.725571 0.635445 -0.683383 -0.324143 0.654155 0.680611 -0.607024 0.410233 
6.976869 6.300212 3.107056 -0.017059 -0.274002 0.961578 -0.697499 0.692320 0.184903 0.716383 0.667545 0.202926 6.976869 6.300212 3.107056 -0.017059 -0.274002 0.961578 -0.697499 0.692320 0.184903 0.716383 0.667545 0.202926 
2.761857 0.491147 -0.835817 0.360823 0.342702 0.867388 -0.425919 -0.766841 0.480154 -0.829698 0.542688 0.130731 3.008731 0.215984 -1.085598 0.322730 0.300717 0.897449 -0.335079 -0.850478 0.405475 -0.885193 0.431575 0.173711 
6.976869 6.300212 3.107056 -0.017059 -0.274002 0.961578 -0.697499 0.692320 0.184903 0.716383 0.667545 0.202926 6.976869 6.300212 3.107056 -0.017059 -0.274002 0.961578 -0.697499 0.692320 0.184903 0.716383 0.667545 0.202926 
2.275388 0.890211 0.326541 0.674171 -0.489835 0.552771 -0.692712 -0.678985 0.243166 -0.256212 0.546846 0.797067 1.972023 0.773961 0.327024 0.697084 -0.512918 0.500987 0.431947 0.858131 0.277547 -0.572272 0.022927 0.819744 
3.095274 0.212758 -1.166592 0.880950 -0.432806 0.191329 0.339839 0.860002 0.380666 -0.329298 -0.270327 0.904702 3.095274 0.212758 -1.166592 0.880950 -0.432806 0.191329 0.339839 0.860002 0.380666 -0.329298 -0.270327 0.904702 
5.453498 3.760513 0.874987 0.436301 -0.679444 0.589913 0.344616 0.731793 0.587978 -0.831192 -0.053242 0.553430 5.453498 3.760513 0.874987 0.436301 -0.679444 0.589913 0.344616 0.731793 0.587978 -0.831192 -0.053242 0.553430 
0.216257 -0.157281 -0.237914 -0.663551 0.241401 0.708114 0.634513 0.683042 0.361728 0.396350 -0.689332 0.606406 0.214575 -0.126663 -0.176254 -0.682970 0.299931 0.666028 -0.360998 -0.931268 0.049196 0.635006 -0.206836 0.744302 
7.511441 6.017732 -1.921036 0.500896 0.793453 0.345740 -0.860715 0.498632 0.102644 -0.090953 -0.348997 0.932699 5.099388 4.501317 -2.254149 0.498050 0.817039 0.290504 -0.860559 0.506925 0.049650 -0.106698 -0.274724 0.955585 
